league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts
P1,2019-08-31,19:00,Sp Lisbon,Rio Ave,2,3,A,1,1,D,9,6,5,3,1,2,18,14,2,2,1,0,19,5,A,0,3,-1,5,D,0,2,45,20
P1,2019-08-31,21:30,Gil Vicente,Setubal,0,0,D,0,0,D,15,8,2,3,7,6,16,18,3,6,0,0,21,5,D,1,1,0,0,D,0,0,30,60
P1,2019-09-01,16:00,Tondela,Santa Clara,0,0,D,0,0,D,11,13,4,4,7,10,9,11,2,2,1,0,16,6,D,1,1,0,0,D,0,0,45,20
P1,2019-09-01,18:30,Porto,Guimaraes,3,0,H,1,0,H,18,8,10,3,7,5,19,7,3,3,0,2,18,6,H,3,0,3,3,H,1,1,30,80
P1,2019-09-01,21:00,Sp Braga,Benfica,0,4,A,0,1,A,11,12,2,6,4,5,10,16,2,1,0,0,21,6,A,0,3,-4,4,A,-1,1,20,10
P1,2019-09-08,15:00,Rio Ave,Guimaraes,1,1,D,1,1,D,6,15,2,5,5,8,13,16,2,2,1,0,15,6,D,1,1,0,2,D,0,2,45,20
P1,2019-09-13,20:30,Setubal,Sp Braga,1,0,H,0,0,D,7,22,4,6,1,7,13,11,1,4,0,1,20,4,H,3,0,1,1,D,0,0,10,65
P1,2019-09-14,16:30,Famalicao,Pacos Ferreira,4,2,H,1,0,H,11,15,5,3,1,9,20,18,3,2,0,0,16,5,H,3,0,2,6,H,1,1,30,20
P1,2019-09-14,19:00,Benfica,Gil Vicente,2,0,H,1,0,H,13,8,4,1,9,7,13,14,1,4,0,0,19,5,H,3,0,2,2,H,1,1,10,40
P1,2019-09-14,21:30,Guimaraes,Aves,5,1,H,2,1,H,18,12,8,2,9,6,12,15,3,2,0,0,21,5,H,3,0,4,6,H,1,3,30,20
P1,2019-09-15,16:00,Maritimo,Belenenses,1,3,A,0,2,A,12,13,4,7,8,9,11,26,2,3,0,0,16,6,A,0,3,-2,4,A,-2,2,20,30
P1,2019-09-15,16:00,Rio Ave,Tondela,2,4,A,1,2,A,23,5,6,4,8,0,15,18,2,3,0,0,16,6,A,0,3,-2,6,A,-1,3,20,30
P1,2019-09-15,16:00,Santa Clara,Moreirense,2,0,H,1,0,H,18,12,5,2,6,3,13,20,3,2,0,0,16,6,H,3,0,2,2,H,1,1,30,20
P1,2019-09-15,18:00,Portimonense,Porto,2,3,A,0,2,A,8,21,4,6,1,10,10,14,1,1,0,1,18,6,A,0,3,-1,5,A,-2,2,10,35
P1,2019-09-15,20:00,Boavista,Sp Lisbon,1,1,D,1,0,H,11,13,4,3,5,8,22,17,2,6,0,1,20,6,D,1,1,0,2,H,1,1,20,85
P1,2019-09-20,20:30,Pacos Ferreira,Aves,2,1,H,0,1,A,15,8,2,3,9,2,24,13,5,3,1,0,20,4,H,3,0,1,3,A,-1,1,75,30
P1,2019-09-21,18:00,Belenenses,Rio Ave,0,2,A,0,1,A,9,16,2,4,4,1,20,13,3,0,0,0,18,5,A,0,3,-2,2,A,-1,1,30,0
P1,2019-09-21,20:30,Moreirense,Benfica,1,2,A,0,0,D,6,20,2,2,3,5,12,15,3,2,0,0,20,5,A,0,3,-1,3,D,0,0,30,20
P1,2019-09-22,15:30,Gil Vicente,Boavista,0,0,D,0,0,D,15,4,6,0,10,4,18,19,5,2,0,1,15,6,D,1,1,0,0,D,0,0,50,45
P1,2019-09-22,18:00,Setubal,Portimonense,0,0,D,0,0,D,7,7,3,1,4,2,17,9,3,0,0,0,18,6,D,1,1,0,0,D,0,0,30,0
P1,2019-09-22,18:00,Tondela,Guimaraes,1,3,A,1,3,A,5,20,3,6,5,5,9,21,2,4,0,0,18,6,A,0,3,-2,4,A,-2,4,20,40
P1,2019-09-22,20:30,Porto,Santa Clara,2,0,H,2,0,H,19,6,7,2,9,0,25,11,4,4,0,0,20,6,H,3,0,2,2,H,2,2,40,40
P1,2019-09-23,19:00,Sp Braga,Maritimo,2,2,D,0,1,A,26,6,6,3,9,3,15,17,2,5,0,1,19,0,D,1,1,0,4,A,-1,1,20,75
P1,2019-09-23,21:00,Sp Lisbon,Famalicao,1,2,A,1,0,H,20,13,5,7,6,6,16,14,3,2,0,0,21,0,A,0,3,-1,3,H,1,1,30,20
P1,2019-09-27,20:30,Boavista,Tondela,0,0,D,0,0,D,16,5,3,0,6,4,21,17,3,4,0,0,20,4,D,1,1,0,0,D,0,0,30,40
P1,2019-09-28,16:30,Maritimo,Moreirense,2,1,H,0,0,D,12,12,4,4,6,2,13,21,4,6,0,0,16,5,H,3,0,1,3,D,0,0,40,60
P1,2019-09-28,19:00,Benfica,Setubal,1,0,H,0,0,D,13,9,3,2,14,3,11,8,4,4,1,0,19,5,H,3,0,1,1,D,0,0,65,40
P1,2019-09-28,21:30,Famalicao,Belenenses,3,1,H,0,1,A,16,9,6,3,6,2,15,10,2,2,0,0,21,5,H,3,0,2,4,A,-1,1,20,20
P1,2019-09-29,16:00,Guimaraes,Pacos Ferreira,1,0,H,0,0,D,14,5,4,1,10,3,16,23,1,6,0,1,16,6,H,3,0,1,1,D,0,0,10,85
P1,2019-09-29,16:00,Santa Clara,Gil Vicente,1,0,H,0,0,D,14,7,6,5,6,6,17,15,4,1,0,1,16,6,H,3,0,1,1,D,0,0,40,35
P1,2019-09-29,18:00,Portimonense,Sp Braga,0,1,A,0,1,A,12,9,5,3,2,7,11,23,3,4,0,0,18,6,A,0,3,-1,1,A,-1,1,30,40
P1,2019-09-29,20:00,Rio Ave,Porto,0,1,A,0,1,A,8,13,1,5,0,6,15,15,3,3,0,0,20,6,A,0,3,-1,1,A,-1,1,30,30
P1,2019-09-30,20:15,Aves,Sp Lisbon,0,1,A,0,0,D,7,15,2,3,3,7,12,19,3,2,0,0,20,0,A,0,3,-1,1,D,0,0,30,20
P1,2019-10-05,15:30,Aves,Tondela,0,1,A,0,0,D,12,11,1,2,6,8,12,14,1,1,0,0,15,5,A,0,3,-1,1,D,0,0,10,10
P1,2019-10-25,20:30,Pacos Ferreira,Rio Ave,0,0,D,0,0,D,16,4,3,0,2,4,19,15,0,1,0,0,20,4,D,1,1,0,0,D,0,0,0,10
P1,2019-10-26,15:30,Belenenses,Aves,3,2,H,2,2,D,11,8,5,2,7,6,16,21,3,2,0,0,15,5,H,3,0,1,5,D,0,4,30,20
P1,2019-10-26,15:30,Gil Vicente,Portimonense,1,1,D,1,1,D,6,10,2,4,2,3,22,20,3,2,1,0,15,5,D,1,1,0,2,D,0,2,55,20
P1,2019-10-26,18:00,Setubal,Maritimo,0,0,D,0,0,D,11,10,2,3,5,5,14,20,0,1,0,0,18,5,D,1,1,0,0,D,0,0,0,10
P1,2019-10-26,20:30,Moreirense,Boavista,1,1,D,1,0,H,9,23,4,4,1,10,18,20,3,4,1,0,20,5,D,1,1,0,2,H,1,1,55,40
P1,2019-10-27,15:00,Tondela,Benfica,0,1,A,0,1,A,9,12,4,3,5,5,17,14,1,2,0,0,15,6,A,0,3,-1,1,A,-1,1,10,20
P1,2019-10-27,17:30,Porto,Famalicao,3,0,H,1,0,H,19,5,9,2,4,3,14,12,0,3,0,0,17,6,H,3,0,3,3,H,1,1,0,30
P1,2019-10-27,20:00,Sp Lisbon,Guimaraes,3,1,H,2,0,H,13,13,6,3,3,4,7,9,1,1,0,0,20,6,H,3,0,2,4,H,2,2,10,10
P1,2019-10-28,20:15,Sp Braga,Santa Clara,2,0,H,1,0,H,20,8,12,5,4,6,18,7,1,1,0,0,20,0,H,3,0,2,2,H,1,1,10,10
P1,2019-10-30,17:00,Rio Ave,Moreirense,1,1,D,0,1,A,20,8,7,4,13,3,14,14,1,1,0,0,17,2,D,1,1,0,2,A,-1,1,10,10
P1,2019-10-30,18:45,Maritimo,Porto,1,1,D,1,0,H,6,14,2,5,6,9,17,20,4,5,0,0,18,2,D,1,1,0,2,H,1,1,40,50
P1,2019-10-30,20:00,Guimaraes,Belenenses,5,0,H,2,0,H,14,6,6,2,6,3,13,13,1,4,0,0,20,2,H,3,0,5,5,H,2,2,10,40
P1,2019-10-30,20:15,Benfica,Portimonense,4,0,H,1,0,H,17,8,6,2,5,1,14,9,1,1,0,0,20,2,H,3,0,4,4,H,1,1,10,10
P1,2019-10-30,21:00,Famalicao,Gil Vicente,2,1,H,1,0,H,10,12,2,4,9,2,17,15,3,1,0,0,21,2,H,3,0,1,3,H,1,1,30,10
P1,2019-10-31,19:45,Pacos Ferreira,Sp Lisbon,1,2,A,0,1,A,12,12,5,4,10,4,19,25,5,7,0,0,19,3,A,0,3,-1,3,A,-1,1,50,70
P1,2019-10-31,20:15,Boavista,Sp Braga,2,0,H,1,0,H,10,19,2,2,3,7,14,8,4,2,0,0,20,3,H,3,0,2,2,H,1,1,40,20
P1,2019-10-31,20:15,Santa Clara,Setubal,1,1,D,1,1,D,20,13,4,3,7,6,9,17,3,5,0,1,20,3,D,1,1,0,2,D,0,2,30,75
P1,2019-11-02,18:00,Benfica,Rio Ave,2,0,H,1,0,H,20,3,4,0,10,2,11,14,1,3,0,0,18,5,H,3,0,2,2,H,1,1,10,30
P1,2019-11-02,20:30,Moreirense,Guimaraes,1,1,D,0,0,D,7,15,1,6,8,9,21,11,5,3,0,0,20,5,D,1,1,0,2,D,0,0,50,30
P1,2019-11-03,15:00,Gil Vicente,Maritimo,2,0,H,0,0,D,15,8,6,1,4,3,18,14,0,0,0,0,15,6,H,3,0,2,2,D,0,0,0,0
P1,2019-11-03,17:30,Tondela,Sp Lisbon,1,0,H,0,0,D,5,15,3,3,1,7,15,13,4,3,0,0,17,6,H,3,0,1,1,D,0,0,40,30
P1,2019-11-03,20:00,Porto,Aves,1,0,H,1,0,H,12,9,4,0,6,2,21,15,1,1,0,0,20,6,H,3,0,1,1,H,1,1,10,10
P1,2019-11-03,20:15,Sp Braga,Famalicao,2,2,D,0,0,D,18,6,5,4,11,2,11,15,5,4,0,1,20,6,D,1,1,0,4,D,0,0,50,65
P1,2019-11-04,19:00,Belenenses,Pacos Ferreira,1,0,H,0,0,D,8,16,2,5,1,9,22,23,1,4,0,0,19,0,H,3,0,1,1,D,0,0,10,40
P1,2019-11-04,21:00,Portimonense,Santa Clara,1,1,D,1,0,H,14,15,4,4,4,8,11,15,4,2,0,0,21,0,D,1,1,0,2,H,1,1,40,20
P1,2019-11-04,21:00,Setubal,Boavista,1,0,H,0,0,D,7,27,2,5,2,11,8,9,3,4,0,0,21,0,H,3,0,1,1,D,0,0,30,40
P1,2019-11-08,20:30,Aves,Gil Vicente,1,2,A,1,2,A,5,5,4,4,7,4,19,26,2,3,0,0,20,4,A,0,3,-1,3,A,-1,3,20,30
P1,2019-11-09,15:30,Rio Ave,Setubal,1,0,H,1,0,H,7,10,3,3,9,4,14,10,0,1,0,0,15,5,H,3,0,1,1,H,1,1,0,10
P1,2019-11-09,18:00,Santa Clara,Benfica,1,2,A,1,0,H,12,11,3,6,2,4,13,10,3,3,0,0,18,5,A,0,3,-1,3,H,1,1,30,30
P1,2019-11-09,20:30,Famalicao,Moreirense,3,3,D,2,0,H,17,9,14,5,2,2,15,10,3,3,1,0,20,5,D,1,1,0,6,H,2,2,55,30
P1,2019-11-10,15:00,Maritimo,Portimonense,1,1,D,0,1,A,15,10,4,2,3,1,25,21,4,6,0,0,15,6,D,1,1,0,2,A,-1,1,40,60
P1,2019-11-10,15:00,Pacos Ferreira,Tondela,1,0,H,1,0,H,9,13,2,5,3,5,24,24,5,2,1,1,15,6,H,3,0,1,1,H,1,1,75,45
P1,2019-11-10,18:30,Sp Lisbon,Belenenses,2,0,H,0,0,D,19,9,5,3,6,5,15,18,4,3,0,0,18,6,H,3,0,2,2,D,0,0,40,30
P1,2019-11-10,20:00,Guimaraes,Sp Braga,0,2,A,0,1,A,14,9,2,5,11,2,17,16,5,2,0,0,20,6,A,0,3,-2,2,A,-1,1,50,20
P1,2019-11-10,21:00,Boavista,Porto,0,1,A,0,1,A,7,9,1,1,3,6,14,16,3,1,0,0,21,6,A,0,3,-1,1,A,-1,1,30,10
P1,2019-11-29,20:30,Santa Clara,Boavista,1,2,A,0,2,A,15,17,2,7,10,2,17,19,2,2,0,0,20,4,A,0,3,-1,3,A,-2,2,20,20
P1,2019-11-30,15:30,Moreirense,Aves,3,2,H,2,1,H,18,12,5,3,11,5,11,18,1,2,0,1,15,5,H,3,0,1,5,H,1,3,10,45
P1,2019-11-30,18:00,Benfica,Maritimo,4,0,H,3,0,H,12,12,9,1,4,3,12,13,3,2,1,0,18,5,H,3,0,4,4,H,3,3,55,20
P1,2019-11-30,20:30,Portimonense,Famalicao,2,1,H,1,0,H,12,12,5,4,6,3,21,17,1,1,0,0,20,5,H,3,0,1,3,H,1,1,10,10
P1,2019-12-01,15:00,Tondela,Belenenses,0,1,A,0,0,D,15,11,3,3,8,7,14,16,2,3,0,0,15,6,A,0,3,-1,1,D,0,0,20,30
P1,2019-12-01,17:30,Setubal,Guimaraes,1,1,D,0,0,D,17,13,4,3,10,7,16,15,2,1,0,0,17,6,D,1,1,0,2,D,0,0,20,10
P1,2019-12-01,20:00,Gil Vicente,Sp Lisbon,3,1,H,1,1,D,7,9,4,2,1,3,14,13,4,2,0,0,20,6,H,3,0,2,4,D,0,2,40,20
P1,2019-12-02,18:45,Sp Braga,Rio Ave,2,0,H,1,0,H,12,9,4,2,7,3,20,12,2,2,0,0,18,0,H,3,0,2,2,H,1,1,20,20
P1,2019-12-02,20:45,Porto,Pacos Ferreira,2,0,H,1,0,H,8,5,6,4,8,1,18,13,2,3,0,0,20,0,H,3,0,2,2,H,1,1,20,30
P1,2019-12-06,20:30,Boavista,Benfica,1,4,A,1,1,D,9,11,5,6,3,5,17,10,4,4,0,0,20,4,A,0,3,-3,5,D,0,2,40,40
P1,2019-12-07,15:00,Maritimo,Santa Clara,2,2,D,1,1,D,12,6,7,2,11,4,12,19,3,4,0,0,15,5,D,1,1,0,4,D,0,2,30,40
P1,2019-12-07,18:00,Famalicao,Tondela,2,3,A,1,2,A,27,8,10,5,9,3,16,18,2,7,0,0,18,5,A,0,3,-1,5,A,-1,3,20,70
P1,2019-12-07,20:30,Aves,Sp Braga,1,0,H,1,0,H,6,13,1,2,3,13,24,17,5,5,0,0,20,5,H,3,0,1,1,H,1,1,50,50
P1,2019-12-08,15:00,Guimaraes,Portimonense,2,0,H,1,0,H,10,13,5,2,8,3,15,9,1,1,0,0,15,6,H,3,0,2,2,H,1,1,10,10
P1,2019-12-08,15:00,Pacos Ferreira,Setubal,2,3,A,0,1,A,21,9,4,4,8,5,24,16,4,5,0,0,15,6,A,0,3,-1,5,A,-1,1,40,50
P1,2019-12-08,17:30,Sp Lisbon,Moreirense,1,0,H,0,0,D,28,9,9,1,8,2,16,11,3,4,0,1,17,6,H,3,0,1,1,D,0,0,30,65
P1,2019-12-08,20:00,Belenenses,Porto,1,1,D,1,1,D,5,16,3,7,2,4,21,18,7,2,0,0,20,6,D,1,1,0,2,D,0,2,70,20
P1,2019-12-09,20:15,Rio Ave,Gil Vicente,1,0,H,0,0,D,9,8,2,4,7,1,20,18,3,2,1,0,20,0,H,3,0,1,1,D,0,0,55,20
P1,2019-12-13,20:30,Portimonense,Rio Ave,1,1,D,0,1,A,16,9,6,2,5,1,18,14,4,3,1,0,20,4,D,1,1,0,2,A,-1,1,65,30
P1,2019-12-14,15:30,Maritimo,Boavista,1,0,H,1,0,H,9,11,3,1,4,6,19,26,2,1,0,1,15,5,H,3,0,1,1,H,1,1,20,35
P1,2019-12-14,18:00,Benfica,Famalicao,4,0,H,1,0,H,17,8,6,4,8,3,7,7,0,2,0,0,18,5,H,3,0,4,4,H,1,1,0,20
P1,2019-12-14,20:30,Setubal,Aves,1,0,H,0,0,D,11,11,2,5,7,6,19,18,4,3,0,0,20,5,H,3,0,1,1,D,0,0,40,30
P1,2019-12-15,15:00,Moreirense,Belenenses,2,1,H,0,1,A,13,8,7,2,8,3,18,15,1,5,0,1,15,6,H,3,0,1,3,A,-1,1,10,75
P1,2019-12-15,17:30,Gil Vicente,Guimaraes,2,2,D,2,0,H,6,16,4,7,3,7,15,17,4,1,0,0,17,6,D,1,1,0,4,H,2,2,40,10
P1,2019-12-15,20:00,Sp Braga,Pacos Ferreira,0,1,A,0,1,A,23,3,5,1,10,3,14,22,1,5,0,0,20,6,A,0,3,-1,1,A,-1,1,10,50
P1,2019-12-16,19:00,Santa Clara,Sp Lisbon,0,4,A,0,1,A,12,19,3,7,2,8,12,6,1,1,0,0,19,0,A,0,3,-4,4,A,-1,1,10,10
P1,2019-12-16,20:15,Porto,Tondela,3,0,H,2,0,H,12,2,5,0,8,0,16,9,0,0,0,0,20,0,H,3,0,3,3,H,2,2,0,0
P1,2020-01-04,15:30,Aves,Santa Clara,0,1,A,0,0,D,10,3,4,3,7,9,16,10,4,2,0,0,15,5,A,0,3,-1,1,D,0,0,40,20
P1,2020-01-04,15:30,Boavista,Portimonense,1,1,D,0,0,D,5,6,2,5,4,5,16,15,1,2,0,0,15,5,D,1,1,0,2,D,0,0,10,20
P1,2020-01-04,18:00,Belenenses,Sp Braga,1,7,A,1,4,A,3,18,2,15,2,4,11,13,4,1,1,0,18,5,A,0,3,-6,8,A,-3,5,65,10
P1,2020-01-04,20:30,Guimaraes,Benfica,0,1,A,0,1,A,11,4,5,3,6,7,12,15,4,3,1,0,20,5,A,0,3,-1,1,A,-1,1,65,30
P1,2020-01-05,15:00,Pacos Ferreira,Moreirense,1,0,H,1,0,H,6,5,3,1,2,5,20,16,4,4,0,0,15,6,H,3,0,1,1,H,1,1,40,40
P1,2020-01-05,15:00,Rio Ave,Maritimo,0,1,A,0,0,D,6,6,3,3,3,2,11,25,1,5,0,0,15,6,A,0,3,-1,1,D,0,0,10,50
P1,2020-01-05,15:00,Tondela,Gil Vicente,1,1,D,1,1,D,7,10,1,9,3,5,19,21,2,2,0,0,15,6,D,1,1,0,2,D,0,2,20,20
P1,2020-01-05,17:30,Sp Lisbon,Porto,1,2,A,1,1,D,11,9,2,7,4,3,21,16,5,5,0,0,17,6,A,0,3,-1,3,D,0,2,50,50
P1,2020-01-05,20:00,Famalicao,Setubal,3,0,H,1,0,H,13,4,7,2,3,2,24,13,2,1,0,0,20,6,H,3,0,3,3,H,1,1,20,10
P1,2020-01-10,19:00,Benfica,Aves,2,1,H,0,1,A,28,6,11,3,17,2,12,11,4,2,0,0,19,4,H,3,0,1,3,A,-1,1,40,20
P1,2020-01-10,19:00,Santa Clara,Rio Ave,0,1,A,0,0,D,8,5,4,3,3,4,12,22,2,3,0,0,19,4,A,0,3,-1,1,D,0,0,20,30
P1,2020-01-10,21:15,Moreirense,Porto,2,4,A,2,2,D,8,14,5,6,4,7,11,11,2,4,0,1,21,4,A,0,3,-2,6,D,0,4,20,65
P1,2020-01-11,15:30,Portimonense,Pacos Ferreira,0,0,D,0,0,D,8,2,4,0,3,4,18,21,2,3,0,0,15,5,D,1,1,0,0,D,0,0,20,30
P1,2020-01-11,18:00,Boavista,Famalicao,0,1,A,0,0,D,9,8,3,5,8,5,17,25,5,4,1,1,18,5,A,0,3,-1,1,D,0,0,75,65
P1,2020-01-11,20:30,Setubal,Sp Lisbon,1,3,A,0,2,A,10,9,2,5,3,5,7,13,3,3,0,0,20,5,A,0,3,-2,4,A,-2,2,30,30
P1,2020-01-12,15:00,Gil Vicente,Belenenses,2,0,H,0,0,D,9,4,7,2,5,5,16,20,0,0,0,0,15,6,H,3,0,2,2,D,0,0,0,0
P1,2020-01-12,17:30,Maritimo,Guimaraes,0,0,D,0,0,D,4,15,1,9,3,16,19,16,1,2,0,0,17,6,D,1,1,0,0,D,0,0,10,20
P1,2020-01-12,20:00,Sp Braga,Tondela,2,1,H,0,1,A,17,6,6,2,9,1,10,10,4,3,0,0,20,6,H,3,0,1,3,A,-1,1,40,30
P1,2020-01-17,19:00,Porto,Sp Braga,1,2,A,0,1,A,7,2,3,1,10,5,21,14,5,6,0,0,19,4,A,0,3,-1,3,A,-1,1,50,60
P1,2020-01-17,21:15,Sp Lisbon,Benfica,0,2,A,0,0,D,10,9,6,4,6,3,17,11,4,4,0,0,21,4,A,0,3,-2,2,D,0,0,40,40
P1,2020-01-18,15:30,Aves,Portimonense,3,0,H,0,0,D,12,9,7,1,5,7,12,12,3,3,0,0,15,5,H,3,0,3,3,D,0,0,30,30
P1,2020-01-18,15:30,Guimaraes,Santa Clara,1,0,H,0,0,D,15,3,5,1,5,4,15,21,4,5,0,0,15,5,H,3,0,1,1,D,0,0,40,50
P1,2020-01-18,18:00,Tondela,Moreirense,1,1,D,0,0,D,16,5,4,1,2,2,11,21,1,3,0,0,18,5,D,1,1,0,2,D,0,0,10,30
P1,2020-01-18,20:30,Belenenses,Setubal,0,1,A,0,1,A,10,7,1,4,9,3,16,19,2,5,0,0,20,5,A,0,3,-1,1,A,-1,1,20,50
P1,2020-01-19,15:00,Pacos Ferreira,Gil Vicente,0,0,D,0,0,D,8,8,5,3,7,4,16,13,1,1,0,0,15,6,D,1,1,0,0,D,0,0,10,10
P1,2020-01-19,17:30,Famalicao,Maritimo,1,1,D,0,1,A,17,4,6,2,6,2,20,14,2,5,0,0,17,6,D,1,1,0,2,A,-1,1,20,50
P1,2020-01-19,20:00,Rio Ave,Boavista,2,0,H,2,0,H,3,6,2,2,4,5,15,21,1,4,0,0,20,6,H,3,0,2,2,H,2,2,10,40
P1,2020-01-26,15:00,Belenenses,Portimonense,2,1,H,1,0,H,9,13,4,6,2,6,13,13,1,2,0,0,15,6,H,3,0,1,3,H,1,1,10,20
P1,2020-01-26,15:00,Famalicao,Santa Clara,0,1,A,0,1,A,11,5,1,2,12,7,14,14,2,4,0,0,15,6,A,0,3,-1,1,A,-1,1,20,40
P1,2020-01-26,15:00,Tondela,Setubal,0,3,A,0,2,A,12,5,6,4,11,2,17,16,1,2,0,0,15,6,A,0,3,-3,3,A,-2,2,10,20
