league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts
P1,2024-08-18,20:30,Boavista,Sp Braga,0,1,A,0,1,A,7,12,1,3,3,8,8,9,3,1,0,0,20,6,A,0,3,-1,1,A,-1,1,30,10
P1,2024-08-19,20:15,Estrela,Famalicao,0,3,A,0,1,A,8,11,2,8,2,4,10,10,3,1,0,0,20,0,A,0,3,-3,3,A,-1,1,30,10
P1,2024-08-23,20:15,Farense,Sp Lisbon,0,5,A,0,2,A,4,28,1,8,1,5,18,5,4,1,0,0,20,4,A,0,3,-5,5,A,-2,2,40,10
P1,2024-08-24,15:30,Casa Pia,Santa Clara,0,2,A,0,0,D,10,7,3,4,7,1,14,21,4,4,1,0,15,5,A,0,3,-2,2,D,0,0,65,40
P1,2024-08-24,18:00,Porto,Rio Ave,2,0,H,2,0,H,23,0,12,0,9,3,14,15,0,2,0,1,18,5,H,3,0,2,2,H,2,2,0,45
P1,2024-08-24,20:30,Benfica,Estrela,1,0,H,1,0,H,16,5,9,0,12,2,19,12,4,3,0,0,20,5,H,3,0,1,1,H,1,1,40,30
P1,2024-08-24,20:30,Famalicao,Boavista,1,0,H,1,0,H,10,5,4,2,7,3,18,16,1,3,0,0,20,5,H,3,0,1,1,H,1,1,10,30
P1,2024-08-25,15:30,Arouca,Nacional,1,0,H,1,0,H,10,11,4,1,9,2,17,11,2,6,0,0,15,6,H,3,0,1,1,H,1,1,20,60
P1,2024-08-25,18:00,Estoril,Gil Vicente,0,0,D,0,0,D,12,10,2,4,8,1,19,6,4,1,0,0,18,6,D,1,1,0,0,D,0,0,40,10
P1,2024-08-25,20:30,AVS,Guimaraes,1,0,H,0,0,D,9,13,2,5,3,6,15,13,3,3,0,0,20,6,H,3,0,1,1,D,0,0,30,30
P1,2024-08-25,20:30,Sp Braga,Moreirense,3,1,H,1,0,H,19,12,7,5,6,1,11,7,0,2,0,0,20,6,H,3,0,2,4,H,1,1,0,20
P1,2024-08-30,20:15,Moreirense,Benfica,1,1,D,0,0,D,8,12,6,4,0,8,17,7,3,5,0,0,20,4,D,1,1,0,2,D,0,0,30,50
P1,2024-08-31,15:30,Santa Clara,AVS,2,1,H,1,1,D,15,9,6,2,3,2,12,9,1,2,0,0,15,5,H,3,0,1,3,D,0,2,10,20
P1,2024-08-31,18:00,Boavista,Estoril,0,0,D,0,0,D,19,7,5,1,8,3,12,19,2,5,0,0,18,5,D,1,1,0,0,D,0,0,20,50
P1,2024-08-31,18:00,Estrela,Casa Pia,0,1,A,0,0,D,14,15,4,6,2,7,9,22,1,1,0,0,18,5,A,0,3,-1,1,D,0,0,10,10
P1,2024-08-31,20:30,Sp Lisbon,Porto,2,0,H,0,0,D,11,8,4,2,2,3,14,18,1,5,0,0,20,5,H,3,0,2,2,D,0,0,10,50
P1,2024-09-01,15:30,Nacional,Farense,2,0,H,1,0,H,17,14,4,2,4,4,19,16,3,3,0,0,15,6,H,3,0,2,2,H,1,1,30,30
P1,2024-09-01,18:00,Rio Ave,Arouca,1,0,H,1,0,H,11,13,3,3,8,8,16,19,1,3,0,0,18,6,H,3,0,1,1,H,1,1,10,30
P1,2024-09-01,20:30,Gil Vicente,Sp Braga,0,0,D,0,0,D,10,8,5,2,4,5,8,18,4,1,0,0,20,6,D,1,1,0,0,D,0,0,40,10
P1,2024-09-01,20:30,Guimaraes,Famalicao,2,1,H,1,1,D,8,8,4,4,5,7,18,12,5,3,0,0,20,6,H,3,0,1,3,D,0,2,50,30
P1,2024-09-13,20:15,Arouca,Sp Lisbon,0,3,A,0,1,A,6,21,2,6,2,8,14,11,3,0,0,0,20,4,A,0,3,-3,3,A,-1,1,30,0
P1,2024-09-14,15:30,Casa Pia,Moreirense,3,1,H,0,1,A,16,12,4,2,4,5,23,10,5,2,0,0,15,5,H,3,0,2,4,A,-1,1,50,20
P1,2024-09-14,18:00,AVS,Rio Ave,1,0,H,0,0,D,11,17,3,3,4,11,13,12,4,2,0,0,18,5,H,3,0,1,1,D,0,0,40,20
P1,2024-09-14,20:30,Benfica,Santa Clara,4,1,H,2,1,H,15,6,7,2,5,1,14,7,1,3,0,0,20,5,H,3,0,3,5,H,1,3,10,30
P1,2024-09-14,20:30,Famalicao,Gil Vicente,1,1,D,1,0,H,13,8,4,3,8,1,11,16,1,0,0,0,20,5,D,1,1,0,2,H,1,1,10,0
P1,2024-09-15,15:30,Porto,Farense,2,1,H,0,0,D,23,12,11,5,11,0,7,19,2,3,0,0,15,6,H,3,0,1,3,D,0,0,20,30
P1,2024-09-15,18:00,Estoril,Nacional,1,0,H,1,0,H,11,15,3,3,3,4,22,14,2,1,0,1,18,6,H,3,0,1,1,H,1,1,20,35
P1,2024-09-15,20:30,Sp Braga,Guimaraes,0,2,A,0,0,D,5,10,2,4,6,4,20,17,3,3,1,0,20,6,A,0,3,-2,2,D,0,0,55,30
P1,2024-09-16,20:15,Estrela,Boavista,2,2,D,1,2,A,20,12,3,4,9,2,8,17,3,4,0,0,20,0,D,1,1,0,4,A,-1,3,30,40
P1,2024-09-20,20:15,Nacional,Sp Braga,0,3,A,0,0,D,12,15,2,5,6,6,12,17,3,3,0,0,20,4,A,0,3,-3,3,D,0,0,30,30
P1,2024-09-21,15:30,Rio Ave,Estoril,2,2,D,1,0,H,15,8,7,3,7,4,16,9,2,2,0,0,15,5,D,1,1,0,4,H,1,1,20,20
P1,2024-09-21,15:30,Santa Clara,Estrela,1,0,H,0,0,D,8,11,4,4,3,8,17,18,2,3,0,0,15,5,H,3,0,1,1,D,0,0,20,30
P1,2024-09-21,18:00,Guimaraes,Porto,0,3,A,0,0,D,6,12,1,4,5,6,7,18,4,4,0,0,18,5,A,0,3,-3,3,D,0,0,40,40
P1,2024-09-21,20:30,Moreirense,Famalicao,0,0,D,0,0,D,8,6,3,1,4,3,24,15,5,3,0,0,20,5,D,1,1,0,0,D,0,0,50,30
P1,2024-09-22,15:30,Gil Vicente,Casa Pia,1,1,D,1,0,H,15,8,4,4,9,2,7,24,2,5,0,0,15,6,D,1,1,0,2,H,1,1,20,50
P1,2024-09-22,18:00,Farense,Arouca,0,1,A,0,1,A,16,11,2,2,10,6,22,16,1,4,0,0,18,6,A,0,3,-1,1,A,-1,1,10,40
P1,2024-09-22,20:30,Sp Lisbon,AVS,3,0,H,2,0,H,22,3,9,0,9,1,11,12,0,3,0,0,20,6,H,3,0,3,3,H,2,2,0,30
P1,2024-09-23,20:15,Boavista,Benfica,0,3,A,0,2,A,7,16,3,9,4,5,9,9,2,0,0,0,20,0,A,0,3,-3,3,A,-2,2,20,0
P1,2024-09-27,20:15,Estoril,Sp Lisbon,0,3,A,0,2,A,5,22,2,5,1,14,13,8,2,0,0,0,20,4,A,0,3,-3,3,A,-2,2,20,0
P1,2024-09-28,15:30,Estrela,Moreirense,2,1,H,2,0,H,4,13,2,2,2,7,27,18,3,3,0,1,15,5,H,3,0,1,3,H,2,2,30,55
P1,2024-09-28,18:00,Casa Pia,Guimaraes,1,1,D,1,0,H,9,19,4,7,7,9,13,9,2,0,0,0,18,5,D,1,1,0,2,H,1,1,20,0
P1,2024-09-28,20:30,Benfica,Gil Vicente,5,1,H,2,1,H,18,10,6,4,11,2,10,6,1,2,0,0,20,5,H,3,0,4,6,H,1,3,10,20
P1,2024-09-29,15:30,Famalicao,Nacional,0,0,D,0,0,D,16,11,5,4,8,4,13,22,1,4,0,0,15,6,D,1,1,0,0,D,0,0,10,40
P1,2024-09-29,18:00,Porto,Arouca,4,0,H,0,0,D,26,4,7,0,8,2,17,7,2,3,0,1,18,6,H,3,0,4,4,D,0,0,20,55
P1,2024-09-29,20:30,Santa Clara,Boavista,1,0,H,1,0,H,15,4,5,2,3,0,11,9,4,3,0,0,20,6,H,3,0,1,1,H,1,1,40,30
P1,2024-09-29,20:30,Sp Braga,Rio Ave,4,0,H,2,0,H,18,13,8,4,4,5,13,11,0,2,0,0,20,6,H,3,0,4,4,H,2,2,0,20
P1,2024-09-30,20:15,AVS,Farense,0,0,D,0,0,D,12,9,1,3,6,3,14,11,4,3,0,0,20,0,D,1,1,0,0,D,0,0,40,30
P1,2024-10-04,20:15,Rio Ave,Famalicao,1,1,D,0,0,D,15,8,6,3,11,7,17,13,4,3,0,0,20,4,D,1,1,0,2,D,0,0,40,30
P1,2024-10-05,15:30,Gil Vicente,Estrela,3,0,H,2,0,H,6,11,5,2,0,8,14,15,2,1,0,0,15,5,H,3,0,3,3,H,2,2,20,10
P1,2024-10-05,15:30,Moreirense,Santa Clara,1,0,H,0,0,D,11,12,2,3,1,7,10,14,0,0,0,0,15,5,H,3,0,1,1,D,0,0,0,0
P1,2024-10-05,18:00,Arouca,AVS,1,1,D,1,0,H,10,16,2,2,5,7,9,12,3,2,0,0,18,5,D,1,1,0,2,H,1,1,30,20
P1,2024-10-05,20:30,Sp Lisbon,Casa Pia,2,0,H,1,0,H,22,5,6,3,5,3,9,12,1,2,0,0,20,5,H,3,0,2,2,H,1,1,10,20
P1,2024-10-06,15:30,Farense,Estoril,1,0,H,0,0,D,15,7,2,2,5,4,18,11,4,3,0,0,15,6,H,3,0,1,1,D,0,0,40,30
P1,2024-10-06,15:30,Guimaraes,Boavista,2,2,D,1,0,H,12,8,4,5,6,5,18,16,4,5,0,0,15,6,D,1,1,0,4,H,1,1,40,50
P1,2024-10-06,20:30,Porto,Sp Braga,2,1,H,1,0,H,6,17,3,3,1,5,14,9,2,2,0,0,20,6,H,3,0,1,3,H,1,1,20,20
P1,2024-10-25,18:45,Casa Pia,Nacional,1,0,H,1,0,H,14,19,5,6,7,7,17,12,3,3,0,0,18,4,H,3,0,1,1,H,1,1,30,30
P1,2024-10-25,20:45,Santa Clara,Gil Vicente,2,1,H,2,1,H,15,10,3,1,6,4,16,17,2,4,0,0,20,4,H,3,0,1,3,H,1,3,20,40
P1,2024-10-26,15:30,Estoril,Arouca,4,1,H,2,1,H,12,13,5,4,6,9,19,14,4,2,0,0,15,5,H,3,0,3,5,H,1,3,40,20
P1,2024-10-26,18:00,Boavista,Moreirense,0,2,A,0,1,A,10,17,3,8,4,3,17,14,1,3,0,0,18,5,A,0,3,-2,2,A,-1,1,10,30
P1,2024-10-26,20:30,Famalicao,Sp Lisbon,0,3,A,0,0,D,6,33,1,13,4,8,7,10,1,1,0,0,20,5,A,0,3,-3,3,D,0,0,10,10
P1,2024-10-27,15:30,Sp Braga,Farense,2,0,H,1,0,H,18,4,6,2,10,3,12,12,1,2,0,0,15,6,H,3,0,2,2,H,1,1,10,20
P1,2024-10-27,18:00,Benfica,Rio Ave,5,0,H,3,0,H,29,4,14,0,8,2,12,10,1,1,0,0,18,6,H,3,0,5,5,H,3,3,10,10
P1,2024-10-27,20:30,Estrela,Guimaraes,2,2,D,1,1,D,7,10,2,3,3,4,17,17,2,3,0,0,20,6,D,1,1,0,4,D,0,2,20,30
P1,2024-10-28,20:15,AVS,Porto,0,5,A,0,4,A,5,12,1,7,2,3,8,11,2,1,0,0,20,0,A,0,3,-5,5,A,-4,4,20,10
P1,2024-11-01,20:15,Sp Lisbon,Estrela,5,1,H,3,1,H,20,9,8,5,12,2,13,15,0,0,0,0,20,4,H,3,0,4,6,H,2,4,0,0
P1,2024-11-02,15:30,Rio Ave,Casa Pia,2,2,D,2,2,D,13,10,5,2,3,2,14,19,3,3,0,0,15,5,D,1,1,0,4,D,0,4,30,30
P1,2024-11-02,18:00,Farense,Benfica,1,2,A,1,1,D,9,18,4,7,3,8,10,5,1,0,0,0,18,5,A,0,3,-1,3,D,0,2,10,0
P1,2024-11-02,20:30,Gil Vicente,Boavista,1,2,A,0,0,D,17,13,2,5,7,2,14,11,3,2,0,0,20,5,A,0,3,-1,3,D,0,0,30,20
P1,2024-11-03,15:30,AVS,Famalicao,2,3,A,2,2,D,13,18,6,6,4,0,18,11,4,1,0,0,15,6,A,0,3,-1,5,D,0,4,40,10
P1,2024-11-03,18:00,Arouca,Sp Braga,1,2,A,0,1,A,13,16,3,3,12,4,10,15,3,2,0,0,18,6,A,0,3,-1,3,A,-1,1,30,20
P1,2024-11-03,18:00,Guimaraes,Moreirense,1,0,H,0,0,D,10,9,4,2,9,4,17,16,0,1,0,0,18,6,H,3,0,1,1,D,0,0,0,10
P1,2024-11-03,20:30,Porto,Estoril,4,0,H,2,0,H,16,12,9,5,9,5,7,9,0,2,0,0,20,6,H,3,0,4,4,H,2,2,0,20
P1,2024-11-04,20:15,Nacional,Santa Clara,2,0,H,2,0,H,8,22,4,6,2,6,15,14,4,7,0,0,20,0,H,3,0,2,2,H,2,2,40,70
P1,2024-11-08,20:15,Moreirense,Gil Vicente,3,2,H,0,1,A,12,11,8,5,3,4,19,22,2,5,0,0,20,4,H,3,0,1,5,A,-1,1,20,50
P1,2024-11-09,15:30,Casa Pia,Farense,1,1,D,1,1,D,13,8,2,3,4,2,13,16,4,3,0,0,15,5,D,1,1,0,2,D,0,2,40,30
P1,2024-11-09,15:30,Estoril,AVS,0,0,D,0,0,D,9,11,2,2,10,6,13,14,2,0,0,0,15,5,D,1,1,0,0,D,0,0,20,0
P1,2024-11-09,18:00,Famalicao,Arouca,0,0,D,0,0,D,6,9,2,1,4,8,19,13,5,3,0,0,18,5,D,1,1,0,0,D,0,0,50,30
P1,2024-11-09,20:30,Boavista,Rio Ave,0,2,A,0,1,A,24,5,4,1,7,2,10,17,5,3,1,1,20,5,A,0,3,-2,2,A,-1,1,75,55
P1,2024-11-10,15:30,Estrela,Nacional,2,0,H,0,0,D,17,15,3,4,10,4,10,12,1,1,0,0,15,6,H,3,0,2,2,D,0,0,10,10
P1,2024-11-10,16:30,Santa Clara,Guimaraes,1,0,H,0,0,D,21,5,7,2,9,4,17,19,5,6,0,0,16,6,H,3,0,1,1,D,0,0,50,60
P1,2024-11-10,18:45,Sp Braga,Sp Lisbon,2,4,A,2,0,H,3,13,2,6,0,5,20,13,5,4,0,0,18,6,A,0,3,-2,6,H,2,2,50,40
P1,2024-11-10,20:45,Benfica,Porto,4,1,H,1,1,D,16,8,7,3,2,2,10,13,2,6,0,0,20,6,H,3,0,3,5,D,0,2,20,60
P1,2024-11-29,20:15,Farense,Estrela,1,0,H,1,0,H,11,13,2,3,3,6,20,19,4,2,0,0,20,4,H,3,0,1,1,H,1,1,40,20
P1,2024-11-30,15:30,Rio Ave,Moreirense,3,2,H,1,0,H,12,11,4,2,2,4,15,17,3,3,0,0,15,5,H,3,0,1,5,H,1,1,30,30
P1,2024-11-30,18:00,Nacional,Boavista,0,0,D,0,0,D,22,9,8,2,4,7,14,15,1,2,0,0,18,5,D,1,1,0,0,D,0,0,10,20
P1,2024-11-30,20:30,Sp Lisbon,Santa Clara,0,1,A,0,1,A,21,4,4,3,8,2,9,18,2,8,0,0,20,5,A,0,3,-1,1,A,-1,1,20,80
P1,2024-12-01,15:30,Estoril,Famalicao,2,1,H,2,1,H,12,7,4,1,5,7,19,18,2,4,0,0,15,6,H,3,0,1,3,H,1,3,20,40
P1,2024-12-01,18:00,Arouca,Benfica,0,2,A,0,1,A,12,14,5,8,5,6,15,10,2,3,0,0,18,6,A,0,3,-2,2,A,-1,1,20,30
P1,2024-12-01,20:30,AVS,Sp Braga,0,1,A,0,0,D,6,20,1,8,2,9,12,16,3,1,2,0,20,6,A,0,3,-1,1,D,0,0,80,10
P1,2024-12-02,18:45,Guimaraes,Gil Vicente,4,0,H,1,0,H,19,3,5,0,9,2,19,10,1,2,0,0,18,0,H,3,0,4,4,H,1,1,10,20
P1,2024-12-02,20:45,Porto,Casa Pia,2,0,H,0,0,D,17,10,9,3,8,6,14,13,3,0,0,0,20,0,H,3,0,2,2,D,0,0,30,0
P1,2024-12-05,20:15,Moreirense,Sp Lisbon,2,1,H,2,1,H,8,16,4,2,4,6,17,15,3,1,0,0,20,3,H,3,0,1,3,H,1,3,30,10
P1,2024-12-06,20:15,Sp Braga,Estoril,2,2,D,1,0,H,16,11,7,3,3,2,18,21,3,5,0,0,20,4,D,1,1,0,4,H,1,1,30,50
P1,2024-12-07,15:30,Gil Vicente,Nacional,2,1,H,1,0,H,17,19,4,6,6,7,13,17,3,4,0,0,15,5,H,3,0,1,3,H,1,1,30,40
P1,2024-12-07,18:00,Benfica,Guimaraes,1,0,H,1,0,H,8,10,1,2,6,9,9,13,3,1,0,0,18,5,H,3,0,1,1,H,1,1,30,10
P1,2024-12-07,18:00,Santa Clara,Rio Ave,1,0,H,1,0,H,10,4,4,2,6,2,18,17,2,4,0,0,18,5,H,3,0,1,1,H,1,1,20,40
P1,2024-12-07,20:30,Famalicao,Porto,1,1,D,1,0,H,4,16,2,4,3,5,13,19,2,3,0,0,20,5,D,1,1,0,2,H,1,1,20,30
P1,2024-12-08,15:30,Boavista,Farense,1,1,D,0,0,D,13,11,4,6,5,4,7,17,3,4,1,1,15,6,D,1,1,0,2,D,0,0,55,65
P1,2024-12-08,18:00,Casa Pia,AVS,1,1,D,1,0,H,11,7,5,3,6,3,13,14,0,4,0,0,18,6,D,1,1,0,2,H,1,1,0,40
P1,2024-12-09,20:15,Estrela,Arouca,2,1,H,0,1,A,10,10,2,4,2,7,13,19,4,2,0,0,20,0,H,3,0,1,3,A,-1,1,40,20
P1,2024-12-14,15:30,Farense,Gil Vicente,0,1,A,0,0,D,15,7,2,2,7,1,13,15,3,2,0,1,15,5,A,0,3,-1,1,D,0,0,30,45
P1,2024-12-14,18:00,Nacional,Moreirense,1,0,H,0,0,D,12,4,5,1,10,2,14,16,0,3,0,0,18,5,H,3,0,1,1,D,0,0,0,30
P1,2024-12-14,20:30,Sp Lisbon,Boavista,3,2,H,1,1,D,20,8,7,2,10,1,16,11,3,3,0,0,20,5,H,3,0,1,5,D,0,2,30,30
P1,2024-12-15,15:30,Arouca,Santa Clara,1,0,H,0,0,D,12,5,3,1,7,2,17,18,2,2,0,0,15,6,H,3,0,1,1,D,0,0,20,20
P1,2024-12-15,18:00,AVS,Benfica,1,1,D,0,1,A,18,13,7,4,0,3,8,13,2,2,0,0,18,6,D,1,1,0,2,A,-1,1,20,20
P1,2024-12-15,20:30,Estoril,Casa Pia,0,2,A,0,0,D,14,10,5,4,5,4,14,16,4,3,0,0,20,6,A,0,3,-2,2,D,0,0,40,30
P1,2024-12-16,18:45,Sp Braga,Famalicao,3,3,D,0,1,A,21,10,8,8,10,3,12,14,0,1,0,0,18,0,D,1,1,0,6,A,-1,1,0,10
P1,2024-12-16,20:15,Porto,Estrela,2,0,H,1,0,H,12,3,4,0,11,4,17,19,0,3,0,1,20,0,H,3,0,2,2,H,1,1,0,55
P1,2024-12-16,20:45,Rio Ave,Guimaraes,2,2,D,2,0,H,5,16,4,5,0,2,9,13,2,1,0,0,20,0,D,1,1,0,4,H,2,2,20,10
P1,2024-12-19,17:00,Nacional,Benfica,0,2,A,0,0,D,5,16,1,7,4,11,12,9,2,4,0,0,17,3,A,0,3,-2,2,D,0,0,20,40
P1,2024-12-20,20:15,Casa Pia,Arouca,3,1,H,2,0,H,10,9,6,4,3,4,9,12,2,3,0,0,20,4,H,3,0,2,4,H,2,2,20,30
P1,2024-12-21,15:30,Famalicao,Farense,1,2,A,0,1,A,11,7,1,5,7,4,5,19,3,6,0,0,15,5,A,0,3,-1,3,A,-1,1,30,60
P1,2024-12-21,18:00,Boavista,AVS,0,0,D,0,0,D,15,7,4,1,5,1,9,14,1,2,0,0,18,5,D,1,1,0,0,D,0,0,10,20
P1,2024-12-21,20:30,Moreirense,Porto,0,3,A,0,1,A,7,12,1,7,2,4,17,12,3,4,0,0,20,5,A,0,3,-3,3,A,-1,1,30,40
P1,2024-12-22,17:00,Santa Clara,Sp Braga,0,2,A,0,0,D,12,12,6,5,2,2,14,15,3,5,1,0,17,6,A,0,3,-2,2,D,0,0,55,50
P1,2024-12-22,20:30,Gil Vicente,Sp Lisbon,0,0,D,0,0,D,3,14,1,7,3,8,12,11,3,1,0,0,20,6,D,1,1,0,0,D,0,0,30,10
P1,2024-12-23,18:45,Benfica,Estoril,3,0,H,1,0,H,15,10,6,2,4,1,11,13,1,1,0,0,18,0,H,3,0,3,3,H,1,1,10,10
P1,2024-12-23,18:45,Guimaraes,Nacional,2,2,D,1,1,D,16,8,3,2,7,1,15,11,1,1,0,0,18,0,D,1,1,0,4,D,0,2,10,10
P1,2024-12-23,20:45,Estrela,Rio Ave,1,0,H,1,0,H,8,19,4,6,5,6,17,16,4,3,0,0,20,0,H,3,0,1,1,H,1,1,40,30
P1,2024-12-27,20:15,Arouca,Gil Vicente,1,1,D,0,0,D,10,7,5,3,5,7,21,11,0,1,0,0,20,4,D,1,1,0,2,D,0,0,0,10
P1,2024-12-28,15:30,AVS,Estrela,1,1,D,0,1,A,12,16,6,5,7,6,13,12,2,2,0,0,15,5,D,1,1,0,2,A,-1,1,20,20
P1,2024-12-28,18:00,Estoril,Moreirense,2,2,D,2,1,H,15,8,7,5,6,2,17,14,2,2,0,0,18,5,D,1,1,0,4,H,1,3,20,20
P1,2024-12-28,20:30,Porto,Boavista,4,0,H,1,0,H,13,4,7,1,4,1,12,15,4,2,0,0,20,5,H,3,0,4,4,H,1,1,40,20
P1,2024-12-29,15:30,Farense,Guimaraes,2,2,D,1,0,H,6,27,2,12,6,9,12,15,2,3,0,0,15,6,D,1,1,0,4,H,1,1,20,30
P1,2024-12-29,15:30,Rio Ave,Nacional,2,1,H,1,1,D,20,13,7,2,11,6,10,14,0,1,0,0,15,6,H,3,0,1,3,D,0,2,0,10
P1,2024-12-29,18:00,Sp Braga,Casa Pia,1,2,A,1,1,D,16,8,6,4,10,2,9,14,2,3,0,0,18,6,A,0,3,-1,3,D,0,2,20,30
P1,2024-12-29,20:30,Sp Lisbon,Benfica,1,0,H,1,0,H,12,14,6,2,4,8,13,14,2,3,0,0,20,6,H,3,0,1,1,H,1,1,20,30
P1,2024-12-30,20:15,Famalicao,Santa Clara,1,2,A,0,1,A,18,7,5,3,5,4,11,13,3,3,0,0,20,0,A,0,3,-1,3,A,-1,1,30,30
P1,2025-01-03,20:15,Guimaraes,Sp Lisbon,4,4,D,1,2,A,15,9,5,5,6,2,12,14,4,5,0,0,20,4,D,1,1,0,8,A,-1,3,40,50
P1,2025-01-04,15:30,Moreirense,AVS,1,1,D,1,1,D,11,17,5,2,3,9,13,18,3,5,0,0,15,5,D,1,1,0,2,D,0,2,30,50
P1,2025-01-04,18:00,Benfica,Sp Braga,1,2,A,0,2,A,21,6,5,2,8,2,8,11,4,3,0,0,18,5,A,0,3,-1,3,A,-2,2,40,30
P1,2025-01-04,20:30,Boavista,Arouca,1,3,A,0,1,A,14,14,2,5,3,3,8,18,5,7,1,0,20,5,A,0,3,-2,4,A,-1,1,75,70
P1,2025-01-05,15:30,Santa Clara,Farense,0,0,D,0,0,D,17,2,6,1,13,2,16,15,3,4,0,1,15,6,D,1,1,0,0,D,0,0,30,65
P1,2025-01-05,18:00,Casa Pia,Famalicao,1,1,D,1,1,D,6,19,3,14,5,7,11,6,3,3,1,0,18,6,D,1,1,0,2,D,0,2,55,30
P1,2025-01-05,20:30,Estrela,Estoril,2,4,A,0,3,A,8,14,4,8,3,3,20,18,2,1,0,0,20,6,A,0,3,-2,6,A,-3,3,20,10
P1,2025-01-06,20:15,Gil Vicente,Rio Ave,1,1,D,1,0,H,13,14,4,4,4,4,8,13,2,3,0,0,20,0,D,1,1,0,2,H,1,1,20,30
P1,2025-01-12,15:30,Nacional,Porto,2,0,H,2,0,H,7,13,4,3,1,10,8,11,3,6,0,0,15,6,H,3,0,2,2,H,2,2,30,60
P1,2025-01-17,20:15,Benfica,Famalicao,4,0,H,2,0,H,21,1,12,0,7,2,13,8,3,0,0,0,20,4,H,3,0,4,4,H,2,2,30,0
P1,2025-01-18,15:30,Santa Clara,Estoril,2,3,A,1,2,A,15,8,5,3,7,1,14,16,2,2,0,0,15,5,A,0,3,-1,5,A,-1,3,20,20
P1,2025-01-18,18:00,Rio Ave,Sp Lisbon,0,3,A,0,2,A,2,29,0,13,0,8,16,11,1,1,0,0,18,5,A,0,3,-3,3,A,-2,2,10,10
P1,2025-01-18,20:30,Guimaraes,Arouca,2,2,D,2,0,H,17,19,7,6,9,5,13,9,1,3,0,0,20,5,D,1,1,0,4,H,2,2,10,30
