league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_odds,draw_odds,away_odds,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total
P1,2013-09-28,Sp Braga,Sp Lisbon,1,2,A,1,1,D,2.4,3.4,2.8,,5,A,0,3,-1,3,D,0,2
P1,2013-09-30,Setubal,Gil Vicente,2,2,D,2,1,H,2.2,3.3,3.25,,0,D,1,1,0,4,H,1,3
P1,2013-10-04,Academica,Rio Ave,0,1,A,0,0,D,3.0,3.25,2.38,,4,A,0,3,-1,1,D,0,0
P1,2013-10-05,Belenenses,Olhanense,2,0,H,1,0,H,2.05,3.2,3.8,,5,H,3,0,2,2,H,1,1
P1,2013-10-05,Sp Lisbon,Setubal,4,0,H,1,0,H,1.33,4.75,9.5,,5,H,3,0,4,4,H,1,1
P1,2013-10-06,Arouca,Porto,1,3,A,0,1,A,15.0,5.5,1.22,,6,A,0,3,-2,4,A,-1,1
P1,2013-10-06,Estoril,Benfica,1,2,A,0,1,A,5.5,3.5,1.67,,6,A,0,3,-1,3,A,-1,1
P1,2013-10-06,Gil Vicente,Pacos Ferreira,2,1,H,0,0,D,3.0,3.4,2.3,,6,H,3,0,1,3,D,0,0
P1,2013-10-06,Nacional,Sp Braga,3,0,H,2,0,H,3.75,3.3,2.0,,6,H,3,0,3,3,H,2,2
P1,2013-10-07,Guimaraes,Maritimo,1,0,H,0,0,D,2.2,3.4,3.2,,0,H,3,0,1,1,D,0,0
P1,2013-10-25,Sp Braga,Academica,0,1,A,0,1,A,1.4,4.33,8.5,,4,A,0,3,-1,1,A,-1,1
P1,2013-10-26,Olhanense,Arouca,1,0,H,0,0,D,2.6,3.1,2.8,,5,H,3,0,1,1,D,0,0
P1,2013-10-26,Rio Ave,Gil Vicente,0,1,A,0,0,D,1.83,3.4,4.5,,5,A,0,3,-1,1,D,0,0
P1,2013-10-26,Setubal,Belenenses,0,0,D,0,0,D,2.5,3.2,2.8,,5,D,1,1,0,0,D,0,0
P1,2013-10-27,Benfica,Nacional,2,0,H,1,0,H,1.29,5.0,12.0,,6,H,3,0,2,2,H,1,1
P1,2013-10-27,Maritimo,Estoril,1,3,A,1,1,D,2.75,3.2,2.6,,6,A,0,3,-2,4,D,0,2
P1,2013-10-27,Porto,Sp Lisbon,3,1,H,1,0,H,1.57,3.75,6.0,,6,H,3,0,2,4,H,1,1
P1,2013-10-28,Pacos Ferreira,Guimaraes,1,3,A,1,1,D,2.25,3.2,3.3,,0,A,0,3,-2,4,D,0,2
P1,2013-11-01,Academica,Benfica,0,3,A,0,2,A,8.0,4.5,1.4,,4,A,0,3,-3,3,A,-2,2
P1,2013-11-02,Belenenses,Porto,1,1,D,1,1,D,11.0,4.5,1.33,,5,D,1,1,0,2,D,0,2
P1,2013-11-02,Sp Lisbon,Maritimo,3,2,H,1,2,A,1.36,4.5,9.5,,5,H,3,0,1,5,A,-1,3
P1,2013-11-03,Arouca,Pacos Ferreira,0,0,D,0,0,D,2.8,3.2,2.5,,6,D,1,1,0,0,D,0,0
P1,2013-11-03,Estoril,Setubal,0,2,A,0,0,D,1.62,3.75,5.5,,6,A,0,3,-2,2,D,0,0
P1,2013-11-03,Gil Vicente,Guimaraes,1,0,H,1,0,H,2.8,3.1,2.6,,6,H,3,0,1,1,H,1,1
P1,2013-11-03,Nacional,Olhanense,0,0,D,0,0,D,1.62,3.6,6.0,,6,D,1,1,0,0,D,0,0
P1,2013-11-03,Sp Braga,Rio Ave,0,1,A,0,0,D,1.6,3.6,6.0,,6,A,0,3,-1,1,D,0,0
P1,2013-11-23,Benfica,Sp Braga,1,0,H,0,0,D,1.57,3.8,6.0,,5,H,3,0,1,1,D,0,0
P1,2013-11-23,Porto,Nacional,1,1,D,0,0,D,1.25,6.0,10.0,,5,D,1,1,0,2,D,0,0
P1,2013-11-24,Guimaraes,Sp Lisbon,0,1,A,0,0,D,4.2,3.6,1.83,,6,A,0,3,-1,1,D,0,0
P1,2013-11-24,Maritimo,Gil Vicente,3,2,H,2,2,D,2.15,3.25,3.4,,6,H,3,0,1,5,D,0,4
P1,2013-11-24,Pacos Ferreira,Belenenses,1,0,H,1,0,H,2.05,3.3,3.6,,6,H,3,0,1,1,H,1,1
P1,2013-11-24,Rio Ave,Estoril,0,2,A,0,0,D,2.6,3.25,2.7,,6,A,0,3,-2,2,D,0,0
P1,2013-11-24,Setubal,Arouca,1,0,H,1,0,H,2.38,3.2,3.0,,6,H,3,0,1,1,H,1,1
P1,2013-11-25,Olhanense,Academica,0,1,A,0,1,A,2.9,3.1,2.5,,0,A,0,3,-1,1,A,-1,1
P1,2013-11-29,Sp Braga,Olhanense,4,1,H,2,0,H,1.25,5.0,15.0,,4,H,3,0,3,5,H,2,2
P1,2013-11-30,Academica,Porto,1,0,H,1,0,H,11.0,4.5,1.33,,5,H,3,0,1,1,H,1,1
P1,2013-12-01,Arouca,Maritimo,1,2,A,0,0,D,2.88,3.2,2.5,,6,A,0,3,-1,3,D,0,0
P1,2013-12-01,Belenenses,Gil Vicente,0,0,D,0,0,D,1.95,3.2,4.2,,6,D,1,1,0,0,D,0,0
P1,2013-12-01,Nacional,Setubal,2,2,D,2,1,H,1.75,3.5,4.75,,6,D,1,1,0,4,H,1,3
P1,2013-12-01,Rio Ave,Benfica,1,3,A,0,1,A,6.0,4.0,1.53,,6,A,0,3,-2,4,A,-1,1
P1,2013-12-01,Sp Lisbon,Pacos Ferreira,4,0,H,1,0,H,1.4,4.5,8.0,,6,H,3,0,4,4,H,1,1
P1,2013-12-02,Estoril,Guimaraes,0,2,A,0,1,A,1.91,3.4,4.0,,0,A,0,3,-2,2,A,-1,1
P1,2013-12-06,Benfica,Arouca,2,2,D,1,1,D,1.17,6.5,19.0,,4,D,1,1,0,4,D,0,2
P1,2013-12-07,Guimaraes,Belenenses,0,0,D,0,0,D,2.0,3.4,3.75,,5,D,1,1,0,0,D,0,0
P1,2013-12-07,Pacos Ferreira,Estoril,0,3,A,0,1,A,3.0,3.25,2.38,,5,A,0,3,-3,3,A,-1,1
P1,2013-12-07,Porto,Sp Braga,2,0,H,0,0,D,1.57,3.75,6.0,,5,H,3,0,2,2,D,0,0
P1,2013-12-08,Gil Vicente,Sp Lisbon,0,2,A,0,1,A,5.5,3.8,1.62,,6,A,0,3,-2,2,A,-1,1
P1,2013-12-08,Maritimo,Nacional,2,2,D,1,1,D,2.55,3.4,2.63,,6,D,1,1,0,4,D,0,2
P1,2013-12-08,Olhanense,Rio Ave,0,1,A,0,0,D,3.6,3.3,2.05,,6,A,0,3,-1,1,D,0,0
P1,2013-12-09,Setubal,Academica,1,0,H,0,0,D,2.6,3.2,2.7,,0,H,3,0,1,1,D,0,0
P1,2013-12-13,Academica,Maritimo,1,1,D,1,0,H,2.6,3.0,2.88,,4,D,1,1,0,2,H,1,1
P1,2013-12-14,Sp Braga,Setubal,2,0,H,1,0,H,1.33,4.75,10.0,,5,H,3,0,2,2,H,1,1
P1,2013-12-14,Sp Lisbon,Belenenses,3,0,H,1,0,H,1.36,4.75,8.0,,5,H,3,0,3,3,H,1,1
P1,2013-12-15,Arouca,Guimaraes,0,2,A,0,2,A,3.2,3.25,2.25,,6,A,0,3,-2,2,A,-2,2
P1,2013-12-15,Olhanense,Benfica,2,3,A,2,2,D,13.0,5.25,1.25,,6,A,0,3,-1,5,D,0,4
P1,2013-12-15,Rio Ave,Porto,1,3,A,1,1,D,7.0,4.0,1.5,,6,A,0,3,-2,4,D,0,2
P1,2013-12-16,Estoril,Gil Vicente,2,0,H,1,0,H,1.57,3.8,6.0,,0,H,3,0,2,2,H,1,1
P1,2013-12-16,Nacional,Pacos Ferreira,2,1,H,1,0,H,2.1,3.25,3.6,,0,H,3,0,1,3,H,1,1
P1,2013-12-19,Maritimo,Sp Braga,2,2,D,2,1,H,3.6,3.3,2.05,,3,D,1,1,0,4,H,1,3
P1,2013-12-20,Porto,Olhanense,4,0,H,1,0,H,1.08,9.0,29.0,,4,H,3,0,4,4,H,1,1
P1,2013-12-20,Setubal,Benfica,0,2,A,0,0,D,9.0,5.0,1.33,,4,A,0,3,-2,2,D,0,0
P1,2013-12-21,Guimaraes,Academica,3,0,H,1,0,H,1.85,3.3,4.5,,5,H,3,0,3,3,H,1,1
P1,2013-12-21,Pacos Ferreira,Rio Ave,0,0,D,0,0,D,2.2,3.1,3.5,,5,D,1,1,0,0,D,0,0
P1,2013-12-21,Sp Lisbon,Nacional,0,0,D,0,0,D,1.4,4.5,7.5,,5,D,1,1,0,0,D,0,0
P1,2013-12-22,Belenenses,Estoril,0,0,D,0,0,D,3.0,3.2,2.4,,6,D,1,1,0,0,D,0,0
P1,2013-12-22,Gil Vicente,Arouca,0,3,A,0,1,A,2.3,3.2,3.2,,6,A,0,3,-3,3,A,-1,1
P1,2014-01-10,Sp Braga,Guimaraes,3,0,H,1,0,H,1.67,3.5,5.5,,4,H,3,0,3,3,H,1,1
P1,2014-01-11,Estoril,Sp Lisbon,0,0,D,0,0,D,3.2,3.4,2.2,,5,D,1,1,0,0,D,0,0
P1,2014-01-11,Rio Ave,Maritimo,1,1,D,0,0,D,2.3,3.2,3.2,,5,D,1,1,0,2,D,0,0
P1,2014-01-12,Academica,Pacos Ferreira,4,2,H,2,2,D,2.5,3.1,2.9,,6,H,3,0,2,6,D,0,4
P1,2014-01-12,Arouca,Belenenses,2,0,H,1,0,H,2.6,3.0,2.9,,6,H,3,0,2,2,H,1,1
P1,2014-01-12,Benfica,Porto,2,0,H,1,0,H,2.38,3.25,3.0,,6,H,3,0,2,2,H,1,1
P1,2014-01-12,Nacional,Gil Vicente,2,0,H,1,0,H,1.73,3.5,5.0,,6,H,3,0,2,2,H,1,1
P1,2014-01-12,Olhanense,Setubal,2,1,H,1,1,D,2.9,3.1,2.5,,6,H,3,0,1,3,D,0,2
P1,2014-01-17,Olhanense,Guimaraes,0,1,A,0,1,A,4.2,3.25,1.91,,4,A,0,3,-1,1,A,-1,1
P1,2014-01-18,Arouca,Sp Lisbon,1,2,A,1,1,D,6.5,3.9,1.53,,5,A,0,3,-1,3,D,0,2
P1,2014-01-19,Academica,Gil Vicente,1,0,H,0,0,D,2.05,3.25,3.75,,6,H,3,0,1,1,D,0,0
P1,2014-01-19,Benfica,Maritimo,2,0,H,2,0,H,1.22,6.5,11.0,,6,H,3,0,2,2,H,2,2
P1,2014-01-19,Porto,Setubal,3,0,H,2,0,H,1.11,8.5,21.0,,6,H,3,0,3,3,H,2,2
P1,2014-01-19,Rio Ave,Belenenses,1,0,H,0,0,D,2.05,3.2,3.75,,6,H,3,0,1,1,D,0,0
P1,2014-01-19,Sp Braga,Pacos Ferreira,1,1,D,1,0,H,1.5,4.0,7.0,,6,D,1,1,0,2,H,1,1
P1,2014-01-20,Nacional,Estoril,2,2,D,1,2,A,3.0,3.2,2.4,,0,D,1,1,0,4,A,-1,3
P1,2014-01-31,Estoril,Arouca,1,1,D,1,0,H,1.5,4.0,7.0,,4,D,1,1,0,2,H,1,1
P1,2014-02-01,Gil Vicente,Benfica,1,1,D,0,0,D,12.0,5.0,1.29,,5,D,1,1,0,2,D,0,0
P1,2014-02-01,Maritimo,Porto,1,0,H,1,0,H,10.0,4.33,1.36,,5,H,3,0,1,1,H,1,1
P1,2014-02-01,Setubal,Rio Ave,2,0,H,2,0,H,2.9,3.1,2.5,,5,H,3,0,2,2,H,2,2
P1,2014-02-02,Belenenses,Sp Braga,2,1,H,0,0,D,4.8,3.3,1.8,,6,H,3,0,1,3,D,0,0
P1,2014-02-02,Sp Lisbon,Academica,0,0,D,0,0,D,1.33,4.75,9.5,,6,D,1,1,0,0,D,0,0
P1,2014-02-03,Guimaraes,Nacional,1,2,A,1,1,D,2.0,3.3,3.8,,0,A,0,3,-1,3,D,0,2
P1,2014-02-05,Pacos Ferreira,Olhanense,3,1,H,2,0,H,1.6,3.6,6.0,,2,H,3,0,2,4,H,2,2
P1,2014-02-08,Nacional,Belenenses,2,0,H,1,0,H,1.91,3.4,4.0,,5,H,3,0,2,2,H,1,1
P1,2014-02-08,Setubal,Guimaraes,3,2,H,1,0,H,3.5,3.1,2.2,,5,H,3,0,1,5,H,1,1
P1,2014-02-09,Olhanense,Maritimo,1,1,D,0,1,A,3.75,3.4,2.0,,6,D,1,1,0,2,A,-1,1
P1,2014-02-09,Porto,Pacos Ferreira,3,0,H,1,0,H,1.17,7.0,17.0,,6,H,3,0,3,3,H,1,1
P1,2014-02-09,Rio Ave,Arouca,1,1,D,1,0,H,1.91,3.3,4.2,,6,D,1,1,0,2,H,1,1
P1,2014-02-09,Sp Braga,Gil Vicente,4,1,H,2,0,H,1.3,5.0,10.0,,6,H,3,0,3,5,H,2,2
P1,2014-02-10,Academica,Estoril,0,1,A,0,1,A,4.33,3.2,1.91,,0,A,0,3,-1,1,A,-1,1
P1,2014-02-11,Benfica,Sp Lisbon,2,0,H,1,0,H,1.73,3.6,4.75,,1,H,3,0,2,2,H,1,1
P1,2014-02-15,Belenenses,Academica,0,0,D,0,0,D,2.3,3.0,3.4,,5,D,1,1,0,0,D,0,0
P1,2014-02-15,Sp Lisbon,Olhanense,1,0,H,1,0,H,1.17,7.0,15.0,,5,H,3,0,1,1,H,1,1
P1,2014-02-16,Arouca,Nacional,1,1,D,1,1,D,3.1,3.2,2.3,,6,D,1,1,0,2,D,0,2
P1,2014-02-16,Gil Vicente,Porto,1,2,A,0,1,A,10.0,6.0,1.25,,6,A,0,3,-1,3,A,-1,1
P1,2014-02-16,Guimaraes,Rio Ave,1,0,H,1,0,H,2.3,3.0,3.4,,6,H,3,0,1,1,H,1,1
P1,2014-02-16,Maritimo,Setubal,1,0,H,0,0,D,1.83,3.6,4.2,,6,H,3,0,1,1,D,0,0
P1,2014-02-16,Pacos Ferreira,Benfica,0,2,A,0,0,D,9.5,4.5,1.36,,6,A,0,3,-2,2,D,0,0
P1,2014-02-17,Estoril,Sp Braga,2,1,H,2,0,H,2.55,3.25,2.75,,0,H,3,0,1,3,H,2,2
P1,2014-02-21,Academica,Nacional,0,0,D,0,0,D,2.75,3.1,2.63,,4,D,1,1,0,0,D,0,0
P1,2014-02-22,Rio Ave,Sp Lisbon,1,2,A,0,0,D,4.33,3.5,1.67,,5,A,0,3,-1,3,D,0,0
P1,2014-02-22,Sp Braga,Arouca,2,2,D,0,0,D,1.4,4.2,9.5,,5,D,1,1,0,4,D,0,0
P1,2014-02-23,Maritimo,Belenenses,2,0,H,2,0,H,2.0,3.2,4.0,,6,H,3,0,2,2,H,2,2
P1,2014-02-23,Olhanense,Gil Vicente,2,1,H,0,0,D,2.9,3.1,2.5,,6,H,3,0,1,3,D,0,0
P1,2014-02-23,Porto,Estoril,0,1,A,0,0,D,1.44,4.2,7.5,,6,A,0,3,-1,1,D,0,0
P1,2014-02-23,Setubal,Pacos Ferreira,4,0,H,0,0,D,2.6,3.2,2.7,,6,H,3,0,4,4,D,0,0
P1,2014-02-24,Benfica,Guimaraes,1,0,H,1,0,H,1.22,5.5,17.0,,0,H,3,0,1,1,H,1,1
P1,2014-03-01,Estoril,Olhanense,4,0,H,2,0,H,1.3,5.0,10.0,,5,H,3,0,4,4,H,2,2
P1,2014-03-01,Sp Lisbon,Sp Braga,2,1,H,0,1,A,2.0,3.4,3.75,,5,H,3,0,1,3,A,-1,1
P1,2014-03-02,Belenenses,Benfica,0,1,A,0,1,A,10.0,4.75,1.33,,6,A,0,3,-1,1,A,-1,1
P1,2014-03-02,Gil Vicente,Setubal,1,0,H,0,0,D,2.4,3.1,3.1,,6,H,3,0,1,1,D,0,0
P1,2014-03-02,Guimaraes,Porto,2,2,D,1,2,A,7.0,4.0,1.5,,6,D,1,1,0,4,A,-1,3
P1,2014-03-02,Nacional,Rio Ave,1,1,D,0,0,D,2.1,3.2,3.6,,6,D,1,1,0,2,D,0,0
P1,2014-03-02,Pacos Ferreira,Maritimo,3,1,H,0,1,A,2.5,3.25,2.8,,6,H,3,0,2,4,A,-1,1
P1,2014-03-03,Arouca,Academica,0,3,A,0,1,A,2.5,3.0,3.0,,0,A,0,3,-3,3,A,-1,1
P1,2014-03-07,Rio Ave,Academica,0,0,D,0,0,D,1.95,3.2,4.2,,4,D,1,1,0,0,D,0,0
P1,2014-03-08,Sp Braga,Nacional,2,1,H,2,1,H,1.62,3.75,5.5,,5,H,3,0,1,3,H,1,3
P1,2014-03-09,Benfica,Estoril,2,0,H,2,0,H,1.4,4.5,8.0,,6,H,3,0,2,2,H,2,2
P1,2014-03-09,Olhanense,Belenenses,0,0,D,0,0,D,2.7,3.1,2.7,,6,D,1,1,0,0,D,0,0
P1,2014-03-09,Pacos Ferreira,Gil Vicente,0,2,A,0,1,A,1.75,3.5,4.75,,6,A,0,3,-2,2,A,-1,1
P1,2014-03-09,Porto,Arouca,4,1,H,2,1,H,1.18,6.5,15.0,,6,H,3,0,3,5,H,1,3
P1,2014-03-09,Setubal,Sp Lisbon,2,2,D,0,1,A,6.0,3.75,1.57,,6,D,1,1,0,4,A,-1,1
P1,2014-03-10,Maritimo,Guimaraes,2,1,H,1,0,H,2.38,3.2,3.0,,0,H,3,0,1,3,H,1,1
P1,2014-03-14,Academica,Sp Braga,1,1,D,1,1,D,3.8,3.1,2.1,,4,D,1,1,0,2,D,0,2
P1,2014-03-15,Estoril,Maritimo,1,0,H,1,0,H,1.73,3.5,5.0,,5,H,3,0,1,1,H,1,1
P1,2014-03-15,Gil Vicente,Rio Ave,1,2,A,0,1,A,3.4,3.1,2.25,,5,A,0,3,-1,3,A,-1,1
P1,2014-03-15,Guimaraes,Pacos Ferreira,1,2,A,1,1,D,1.95,3.4,3.9,,5,A,0,3,-1,3,D,0,2
P1,2014-03-16,Arouca,Olhanense,2,0,H,1,0,H,1.95,3.25,4.1,,6,H,3,0,2,2,H,1,1
P1,2014-03-16,Belenenses,Setubal,1,3,A,0,1,A,2.5,3.1,2.9,,6,A,0,3,-2,4,A,-1,1
P1,2014-03-16,Sp Lisbon,Porto,1,0,H,0,0,D,3.1,3.3,2.3,,6,H,3,0,1,1,D,0,0
P1,2014-03-17,Nacional,Benfica,2,4,A,1,3,A,5.75,3.75,1.6,,0,A,0,3,-2,6,A,-2,4
P1,2014-03-21,Rio Ave,Sp Braga,1,1,D,0,0,D,3.0,3.2,2.4,,4,D,1,1,0,2,D,0,0
P1,2014-03-22,Guimaraes,Gil Vicente,0,0,D,0,0,D,1.8,3.4,4.75,,5,D,1,1,0,0,D,0,0
P1,2014-03-22,Maritimo,Sp Lisbon,1,3,A,1,2,A,4.33,3.5,1.83,,5,A,0,3,-2,4,A,-1,3
P1,2014-03-23,Benfica,Academica,3,0,H,2,0,H,1.2,6.0,15.0,,6,H,3,0,3,3,H,2,2
P1,2014-03-23,Olhanense,Nacional,1,1,D,1,1,D,5.0,3.4,1.75,,6,D,1,1,0,2,D,0,2
P1,2014-03-23,Pacos Ferreira,Arouca,3,1,H,1,0,H,2.1,3.2,3.6,,6,H,3,0,2,4,H,1,1
P1,2014-03-23,Porto,Belenenses,1,0,H,0,0,D,1.17,7.0,15.0,,6,H,3,0,1,1,D,0,0
P1,2014-03-24,Setubal,Estoril,1,1,D,1,0,H,4.0,3.4,1.91,,0,D,1,1,0,2,H,1,1
P1,2014-03-28,Belenenses,Pacos Ferreira,1,1,D,0,0,D,2.63,3.1,2.8,,4,D,1,1,0,2,D,0,0
P1,2014-03-29,Sp Lisbon,Guimaraes,1,0,H,0,0,D,1.44,4.2,7.5,,5,H,3,0,1,1,D,0,0
P1,2014-03-30,Academica,Olhanense,2,1,H,1,0,H,1.57,3.5,7.0,,6,H,3,0,1,3,H,1,1
P1,2014-03-30,Arouca,Setubal,1,0,H,0,0,D,2.15,3.1,3.6,,6,H,3,0,1,1,D,0,0
P1,2014-03-30,Estoril,Rio Ave,0,1,A,0,0,D,1.73,3.6,4.75,,6,A,0,3,-1,1,D,0,0
P1,2014-03-30,Gil Vicente,Maritimo,1,1,D,0,1,A,2.9,3.1,2.5,,6,D,1,1,0,2,A,-1,1
P1,2014-03-30,Nacional,Porto,2,1,H,1,0,H,5.5,3.75,1.62,,6,H,3,0,1,3,H,1,1
P1,2014-03-30,Sp Braga,Benfica,0,1,A,0,1,A,4.2,3.5,1.85,,6,A,0,3,-1,1,A,-1,1
P1,2014-04-04,Guimaraes,Estoril,1,3,A,1,1,D,2.8,3.1,2.6,,4,A,0,3,-2,4,D,0,2
P1,2014-04-05,Olhanense,Sp Braga,0,2,A,0,0,D,5.25,3.6,1.67,,5,A,0,3,-2,2,D,0,0
P1,2014-04-05,Pacos Ferreira,Sp Lisbon,1,3,A,0,2,A,5.5,3.5,1.67,,5,A,0,3,-2,4,A,-2,2
P1,2014-04-06,Gil Vicente,Belenenses,0,1,A,0,1,A,2.38,3.1,3.1,,6,A,0,3,-1,1,A,-1,1
P1,2014-04-06,Maritimo,Arouca,1,0,H,1,0,H,1.91,3.4,4.0,,6,H,3,0,1,1,H,1,1
P1,2014-04-06,Porto,Academica,3,1,H,3,0,H,1.25,5.5,12.0,,6,H,3,0,2,4,H,3,3
P1,2014-04-06,Setubal,Nacional,3,0,H,2,0,H,3.0,3.2,2.38,,6,H,3,0,3,3,H,2,2
P1,2014-04-07,Benfica,Rio Ave,4,0,H,2,0,H,1.25,5.0,15.0,,0,H,3,0,4,4,H,2,2
