,league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_odds,draw_odds,away_odds,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,season_file,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_bookings_pts,away_bookings_pts,time
111,P1,2010-12-20,Setubal,Sp Lisbon,0.0,3.0,A,0.0,2.0,A,5.25,3.6,1.67,,0.0,A,0.0,3.0,-3.0,3.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
112,P1,2011-01-07,Portimonense,Setubal,3.0,4.0,A,2.0,1.0,H,2.4,3.2,3.0,,4.0,A,0.0,3.0,-1.0,7.0,H,1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
113,P1,2011-01-08,Porto,Maritimo,4.0,1.0,H,1.0,0.0,H,1.17,6.75,17.0,,5.0,H,3.0,0.0,3.0,5.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
114,P1,2011-01-08,Sp Lisbon,Sp Braga,2.0,1.0,H,2.0,1.0,H,1.91,3.25,4.2,,5.0,H,3.0,0.0,1.0,3.0,H,1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
115,P1,2011-01-09,Academica,Pacos Ferreira,0.0,0.0,D,0.0,0.0,D,2.3,3.1,3.25,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
116,P1,2011-01-09,Guimaraes,Naval,1.0,2.0,A,1.0,0.0,H,1.5,3.75,7.5,,6.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
117,P1,2011-01-09,Leiria,Benfica,0.0,3.0,A,0.0,1.0,A,5.25,3.6,1.67,,6.0,A,0.0,3.0,-3.0,3.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
118,P1,2011-01-09,Nacional,Beira Mar,0.0,0.0,D,0.0,0.0,D,1.91,3.25,4.2,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
119,P1,2011-01-09,Rio Ave,Olhanense,0.0,1.0,A,0.0,1.0,A,2.25,3.0,3.5,,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
120,P1,2011-01-14,Portimonense,Sp Braga,0.0,3.0,A,0.0,0.0,D,5.5,3.5,1.67,,4.0,A,0.0,3.0,-3.0,3.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
122,P1,2011-01-15,Sp Lisbon,Pacos Ferreira,2.0,3.0,A,1.0,2.0,A,1.36,4.5,9.0,,5.0,A,0.0,3.0,-1.0,5.0,A,-1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
121,P1,2011-01-15,Guimaraes,Olhanense,1.0,0.0,H,0.0,0.0,D,1.8,3.4,4.75,,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
123,P1,2011-01-16,Academica,Benfica,0.0,1.0,A,0.0,1.0,A,6.0,3.8,1.57,,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
124,P1,2011-01-16,Leiria,Beira Mar,0.0,3.0,A,0.0,1.0,A,2.05,3.25,3.75,,6.0,A,0.0,3.0,-3.0,3.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
125,P1,2011-01-16,Nacional,Rio Ave,1.0,0.0,H,0.0,0.0,D,1.83,3.4,4.5,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
126,P1,2011-01-16,Porto,Naval,3.0,1.0,H,2.0,0.0,H,1.11,8.0,23.0,,6.0,H,3.0,0.0,2.0,4.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
127,P1,2011-01-16,Setubal,Maritimo,2.0,4.0,A,1.0,1.0,D,2.75,3.0,2.75,,6.0,A,0.0,3.0,-2.0,6.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
133,P1,2011-01-22,Rio Ave,Guimaraes,2.0,3.0,A,0.0,1.0,A,2.9,3.0,2.55,,5.0,A,0.0,3.0,-1.0,5.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
132,P1,2011-01-22,Pacos Ferreira,Leiria,1.0,1.0,D,0.0,0.0,D,2.05,3.2,3.75,,5.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
131,P1,2011-01-22,Olhanense,Academica,2.0,1.0,H,1.0,1.0,D,2.3,3.1,3.2,,5.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
134,P1,2011-01-22,Sp Braga,Setubal,2.0,2.0,D,0.0,2.0,A,1.4,4.4,8.0,,5.0,D,1.0,1.0,0.0,4.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
129,P1,2011-01-22,Benfica,Nacional,4.0,2.0,H,2.0,0.0,H,1.25,5.25,13.0,,5.0,H,3.0,0.0,2.0,6.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
128,P1,2011-01-22,Beira Mar,Porto,0.0,1.0,A,0.0,1.0,A,7.0,4.2,1.4,,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
130,P1,2011-01-22,Naval,Portimonense,1.0,1.0,D,0.0,1.0,A,2.05,3.2,3.8,,5.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
135,P1,2011-01-24,Maritimo,Sp Lisbon,0.0,3.0,A,0.0,1.0,A,4.33,3.1,1.83,,0.0,A,0.0,3.0,-3.0,3.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
136,P1,2011-01-26,Porto,Nacional,3.0,0.0,H,3.0,0.0,H,1.2,5.5,13.0,,2.0,H,3.0,0.0,3.0,3.0,H,3.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
137,P1,2011-02-04,Sp Lisbon,Naval,3.0,3.0,D,1.0,2.0,A,1.29,5.25,10.0,,4.0,D,1.0,1.0,0.0,6.0,A,-1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
138,P1,2011-02-05,Maritimo,Sp Braga,1.0,2.0,A,1.0,1.0,D,2.8,3.2,2.5,,5.0,A,0.0,3.0,-1.0,3.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
144,P1,2011-02-06,Setubal,Benfica,0.0,2.0,A,0.0,1.0,A,9.0,4.75,1.33,,6.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
139,P1,2011-02-06,Academica,Beira Mar,3.0,3.0,D,1.0,1.0,D,2.2,3.2,3.3,,6.0,D,1.0,1.0,0.0,6.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
140,P1,2011-02-06,Guimaraes,Nacional,0.0,0.0,D,0.0,0.0,D,1.91,3.3,4.2,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
141,P1,2011-02-06,Leiria,Olhanense,0.0,2.0,A,0.0,2.0,A,2.3,3.2,3.2,,6.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
142,P1,2011-02-06,Portimonense,Pacos Ferreira,0.0,1.0,A,0.0,0.0,D,2.9,3.2,2.45,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
143,P1,2011-02-06,Porto,Rio Ave,1.0,0.0,H,1.0,0.0,H,1.14,7.5,17.0,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
146,P1,2011-02-12,Olhanense,Sp Lisbon,2.0,2.0,D,0.0,1.0,A,4.2,3.3,1.91,,5.0,D,1.0,1.0,0.0,4.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
145,P1,2011-02-12,Nacional,Leiria,0.0,1.0,A,0.0,1.0,A,1.91,3.25,4.2,,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
147,P1,2011-02-13,Benfica,Guimaraes,3.0,0.0,H,1.0,0.0,H,1.29,5.0,11.0,,6.0,H,3.0,0.0,3.0,3.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
148,P1,2011-02-13,Naval,Academica,3.0,1.0,H,2.0,0.0,H,2.63,3.1,2.8,,6.0,H,3.0,0.0,2.0,4.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
149,P1,2011-02-13,Pacos Ferreira,Maritimo,1.0,0.0,H,0.0,0.0,D,2.1,3.2,3.6,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
150,P1,2011-02-13,Rio Ave,Portimonense,2.0,0.0,H,0.0,0.0,D,2.0,3.2,4.0,,6.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
151,P1,2011-02-13,Sp Braga,Porto,0.0,2.0,A,0.0,1.0,A,4.0,3.4,1.91,,6.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
152,P1,2011-02-14,Beira Mar,Setubal,0.0,0.0,D,0.0,0.0,D,1.91,3.3,4.2,,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
153,P1,2011-02-18,Leiria,Guimaraes,0.0,1.0,A,0.0,1.0,A,2.8,3.1,2.55,,4.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
154,P1,2011-02-19,Portimonense,Olhanense,1.0,1.0,D,1.0,0.0,H,2.8,3.1,2.6,,5.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
155,P1,2011-02-20,Academica,Rio Ave,0.0,1.0,A,0.0,0.0,D,2.1,3.2,3.6,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
156,P1,2011-02-20,Maritimo,Beira Mar,1.0,0.0,H,0.0,0.0,D,2.0,3.25,3.8,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
157,P1,2011-02-20,Setubal,Naval,1.0,1.0,D,1.0,0.0,H,2.25,3.25,3.25,,6.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
158,P1,2011-02-20,Sp Braga,Pacos Ferreira,1.0,2.0,A,1.0,2.0,A,1.7,3.5,5.0,,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
159,P1,2011-02-21,Sp Lisbon,Benfica,0.0,2.0,A,0.0,1.0,A,3.3,3.1,2.25,,0.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
160,P1,2011-02-25,Guimaraes,Academica,0.0,2.0,A,0.0,0.0,D,1.65,3.6,5.5,,4.0,A,0.0,3.0,-2.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
161,P1,2011-02-26,Olhanense,Porto,0.0,3.0,A,0.0,0.0,D,7.0,4.33,1.44,,5.0,A,0.0,3.0,-3.0,3.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
162,P1,2011-02-26,Pacos Ferreira,Setubal,2.0,0.0,H,1.0,0.0,H,1.75,3.4,5.0,,5.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
163,P1,2011-02-27,Beira Mar,Portimonense,0.0,1.0,A,0.0,0.0,D,1.8,3.4,4.75,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
164,P1,2011-02-27,Benfica,Maritimo,2.0,1.0,H,0.0,0.0,D,1.25,5.5,12.0,,6.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
165,P1,2011-02-27,Nacional,Sp Lisbon,1.0,0.0,H,1.0,0.0,H,3.5,3.25,2.1,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
166,P1,2011-02-27,Rio Ave,Leiria,1.0,0.0,H,1.0,0.0,H,2.1,3.2,3.6,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
167,P1,2011-02-28,Naval,Sp Braga,0.0,0.0,D,0.0,0.0,D,3.5,3.25,2.1,,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
168,P1,2011-03-04,Academica,Leiria,0.0,0.0,D,0.0,0.0,D,2.25,3.1,3.4,,4.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
169,P1,2011-03-05,Porto,Guimaraes,2.0,0.0,H,0.0,0.0,D,1.25,5.5,12.0,,5.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
173,P1,2011-03-06,Sp Lisbon,Beira Mar,1.0,0.0,H,0.0,0.0,D,1.44,4.2,7.5,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
172,P1,2011-03-06,Sp Braga,Benfica,2.0,1.0,H,1.0,1.0,D,4.33,3.4,1.85,,6.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
170,P1,2011-03-06,Maritimo,Rio Ave,0.0,1.0,A,0.0,0.0,D,1.95,3.2,4.2,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
171,P1,2011-03-06,Setubal,Olhanense,0.0,0.0,D,0.0,0.0,D,2.5,3.1,2.9,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
174,P1,2011-03-07,Pacos Ferreira,Naval,0.0,0.0,D,0.0,0.0,D,1.75,3.4,5.0,,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
175,P1,2011-03-07,Portimonense,Nacional,1.0,1.0,D,0.0,0.0,D,3.25,3.1,2.3,,0.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
176,P1,2011-03-11,Beira Mar,Pacos Ferreira,3.0,1.0,H,1.0,0.0,H,2.7,3.0,2.8,,4.0,H,3.0,0.0,2.0,4.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
177,P1,2011-03-12,Guimaraes,Setubal,1.0,1.0,D,1.0,0.0,H,1.62,3.6,6.0,,5.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
178,P1,2011-03-12,Rio Ave,Sp Lisbon,0.0,0.0,D,0.0,0.0,D,4.0,3.2,2.0,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
179,P1,2011-03-13,Benfica,Portimonense,1.0,1.0,D,0.0,1.0,A,1.14,7.5,17.0,,6.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
180,P1,2011-03-13,Nacional,Academica,1.0,1.0,D,0.0,0.0,D,1.85,3.4,4.33,,6.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
181,P1,2011-03-13,Naval,Maritimo,0.0,3.0,A,0.0,2.0,A,2.5,3.0,3.0,,6.0,A,0.0,3.0,-3.0,3.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
182,P1,2011-03-14,Leiria,Porto,0.0,2.0,A,0.0,0.0,D,9.0,4.5,1.36,,0.0,A,0.0,3.0,-2.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
183,P1,2011-03-18,Portimonense,Guimaraes,2.0,1.0,H,1.0,1.0,D,3.3,3.1,2.25,,4.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
184,P1,2011-03-19,Sp Lisbon,Leiria,0.0,0.0,D,0.0,0.0,D,1.55,3.6,7.0,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
185,P1,2011-03-20,Maritimo,Olhanense,4.0,0.0,H,2.0,0.0,H,2.0,3.25,3.8,,6.0,H,3.0,0.0,4.0,4.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
186,P1,2011-03-20,Naval,Beira Mar,2.0,2.0,D,0.0,2.0,A,2.25,3.1,3.3,,6.0,D,1.0,1.0,0.0,4.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
187,P1,2011-03-20,Porto,Academica,3.0,1.0,H,0.0,1.0,A,1.14,7.5,16.0,,6.0,H,3.0,0.0,2.0,4.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
188,P1,2011-03-20,Setubal,Nacional,2.0,1.0,H,1.0,0.0,H,2.75,3.1,2.6,,6.0,H,3.0,0.0,1.0,3.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
189,P1,2011-03-21,Pacos Ferreira,Benfica,1.0,5.0,A,1.0,3.0,A,6.0,3.5,1.62,,0.0,A,0.0,3.0,-4.0,6.0,A,-2.0,4.0,cleanP1_1011,,,,,,,,,,,,,,,
190,P1,2011-03-21,Sp Braga,Rio Ave,1.0,0.0,H,0.0,0.0,D,1.6,3.5,6.25,,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
191,P1,2011-03-27,Olhanense,Sp Braga,0.0,2.0,A,0.0,1.0,A,3.25,3.2,2.1,,6.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
192,P1,2011-04-01,Leiria,Maritimo,1.0,3.0,A,0.0,1.0,A,2.7,3.0,2.75,,4.0,A,0.0,3.0,-2.0,4.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
194,P1,2011-04-02,Beira Mar,Sp Braga,1.0,2.0,A,1.0,0.0,H,3.6,3.2,2.1,,5.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
193,P1,2011-04-02,Academica,Portimonense,1.0,0.0,H,0.0,0.0,D,2.0,3.2,4.0,,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
195,P1,2011-04-03,Benfica,Porto,1.0,2.0,A,1.0,2.0,A,2.4,3.25,2.9,,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
196,P1,2011-04-03,Guimaraes,Sp Lisbon,1.0,1.0,D,0.0,1.0,A,3.1,3.2,2.3,,6.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
197,P1,2011-04-03,Olhanense,Naval,1.0,3.0,A,0.0,0.0,D,2.1,3.25,3.5,,6.0,A,0.0,3.0,-2.0,4.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
198,P1,2011-04-03,Rio Ave,Setubal,2.0,0.0,H,1.0,0.0,H,1.95,3.25,4.0,,6.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
199,P1,2011-04-04,Nacional,Pacos Ferreira,1.0,0.0,H,0.0,0.0,D,2.25,3.1,3.4,,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
200,P1,2011-04-08,Maritimo,Nacional,1.0,1.0,D,1.0,0.0,H,2.0,3.3,3.8,,4.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
201,P1,2011-04-09,Sp Lisbon,Academica,2.0,0.0,H,2.0,0.0,H,1.5,4.0,7.0,,5.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
202,P1,2011-04-10,Beira Mar,Olhanense,1.0,0.0,H,0.0,0.0,D,2.2,3.1,3.5,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
203,P1,2011-04-10,Naval,Benfica,2.0,1.0,H,1.0,1.0,D,4.5,3.5,1.8,,6.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
204,P1,2011-04-10,Pacos Ferreira,Rio Ave,1.0,6.0,A,1.0,0.0,H,2.4,3.1,3.1,,6.0,A,0.0,3.0,-5.0,7.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
205,P1,2011-04-10,Portimonense,Porto,2.0,3.0,A,0.0,0.0,D,6.0,4.33,1.5,,6.0,A,0.0,3.0,-1.0,5.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
206,P1,2011-04-10,Setubal,Leiria,4.0,1.0,H,1.0,0.0,H,2.3,3.0,3.4,,6.0,H,3.0,0.0,3.0,5.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
207,P1,2011-04-11,Sp Braga,Guimaraes,3.0,1.0,H,0.0,0.0,D,1.75,3.4,5.0,,0.0,H,3.0,0.0,2.0,4.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
208,P1,2011-04-15,Academica,Setubal,1.0,1.0,D,1.0,0.0,H,2.1,3.0,3.8,,4.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
209,P1,2011-04-16,Guimaraes,Maritimo,2.0,0.0,H,0.0,0.0,D,2.3,3.1,3.25,,5.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
210,P1,2011-04-16,Olhanense,Pacos Ferreira,0.0,0.0,D,0.0,0.0,D,2.4,3.1,3.1,,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
211,P1,2011-04-17,Benfica,Beira Mar,2.0,1.0,H,0.0,0.0,D,1.36,4.5,9.0,,6.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
212,P1,2011-04-17,Leiria,Portimonense,0.0,1.0,A,0.0,0.0,D,2.2,3.0,3.6,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
213,P1,2011-04-17,Porto,Sp Lisbon,3.0,2.0,H,1.0,1.0,D,1.6,3.6,6.0,,6.0,H,3.0,0.0,1.0,5.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
214,P1,2011-04-17,Rio Ave,Naval,1.0,0.0,H,1.0,0.0,H,2.0,3.2,4.0,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
215,P1,2011-04-18,Nacional,Sp Braga,1.0,1.0,D,0.0,0.0,D,3.1,3.1,2.38,,0.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
216,P1,2011-04-29,Pacos Ferreira,Guimaraes,2.0,1.0,H,1.0,1.0,D,2.5,3.1,2.9,,4.0,H,3.0,0.0,1.0,3.0,D,0.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
217,P1,2011-04-30,Sp Lisbon,Portimonense,2.0,1.0,H,2.0,0.0,H,1.36,4.75,8.0,,5.0,H,3.0,0.0,1.0,3.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
223,P1,2011-05-01,Sp Braga,Leiria,0.0,0.0,D,0.0,0.0,D,1.4,4.0,6.5,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
222,P1,2011-05-01,Setubal,Porto,0.0,4.0,A,0.0,2.0,A,5.5,3.5,1.67,,6.0,A,0.0,3.0,-4.0,4.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
221,P1,2011-05-01,Olhanense,Benfica,1.0,1.0,D,0.0,1.0,A,5.25,3.4,1.73,,6.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
219,P1,2011-05-01,Maritimo,Academica,1.0,0.0,H,1.0,0.0,H,1.91,3.25,4.25,,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
218,P1,2011-05-01,Beira Mar,Rio Ave,1.0,1.0,D,1.0,0.0,H,2.7,2.9,2.5,,6.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_1011,,,,,,,,,,,,,,,
220,P1,2011-05-01,Naval,Nacional,1.0,2.0,A,1.0,2.0,A,2.2,3.1,3.4,,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,3.0,cleanP1_1011,,,,,,,,,,,,,,,
224,P1,2011-05-08,Academica,Sp Braga,0.0,0.0,D,0.0,0.0,D,3.8,3.3,2.0,,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
225,P1,2011-05-08,Guimaraes,Beira Mar,1.0,0.0,H,0.0,0.0,D,1.85,3.3,4.5,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
226,P1,2011-05-08,Leiria,Naval,1.0,0.0,H,0.0,0.0,D,2.7,3.25,2.6,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
227,P1,2011-05-08,Nacional,Olhanense,0.0,1.0,A,0.0,0.0,D,1.57,3.75,6.0,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
228,P1,2011-05-08,Portimonense,Maritimo,1.0,0.0,H,0.0,0.0,D,2.7,3.25,2.6,,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
229,P1,2011-05-08,Porto,Pacos Ferreira,3.0,3.0,D,2.0,0.0,H,1.22,6.0,12.0,,6.0,D,1.0,1.0,0.0,6.0,H,2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
230,P1,2011-05-08,Rio Ave,Benfica,1.0,2.0,A,0.0,2.0,A,3.8,3.3,2.0,,6.0,A,0.0,3.0,-1.0,3.0,A,-2.0,2.0,cleanP1_1011,,,,,,,,,,,,,,,
231,P1,2011-05-08,Sp Lisbon,Setubal,0.0,1.0,A,0.0,0.0,D,1.4,4.33,8.0,,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_1011,,,,,,,,,,,,,,,
