league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts
P1,2021-09-25,20:30,Tondela,Famalicao,3,2,H,1,1,D,11,14,4,7,4,3,21,11,5,5,0,1,20,5,H,3,0,1,5,D,0,2,50,75
P1,2021-09-26,18:00,Santa Clara,Sp Braga,1,1,D,0,0,D,15,10,3,4,5,5,12,19,3,1,0,0,18,6,D,1,1,0,2,D,0,0,30,10
P1,2021-09-26,20:30,Portimonense,Vizela,0,0,D,0,0,D,14,14,4,2,7,5,17,14,4,2,0,0,20,6,D,1,1,0,0,D,0,0,40,20
P1,2021-09-27,19:00,Pacos Ferreira,Belenenses,2,2,D,2,0,H,20,11,5,2,3,2,15,21,3,1,0,0,19,0,D,1,1,0,4,H,2,2,30,10
P1,2021-09-27,21:15,Boavista,Estoril,1,1,D,1,0,H,9,9,3,1,2,13,15,12,3,2,0,0,21,0,D,1,1,0,2,H,1,1,30,20
P1,2021-10-01,19:00,Maritimo,Moreirense,0,0,D,0,0,D,6,18,0,6,3,7,19,21,5,3,0,0,19,4,D,1,1,0,0,D,0,0,50,30
P1,2021-10-01,21:15,Famalicao,Guimaraes,1,2,A,1,1,D,15,9,2,5,8,0,15,23,2,5,0,0,21,4,A,0,3,-1,3,D,0,2,20,50
P1,2021-10-02,15:30,Vizela,Santa Clara,1,1,D,0,0,D,16,10,4,1,6,4,19,13,6,4,0,0,15,5,D,1,1,0,2,D,0,0,60,40
P1,2021-10-02,18:00,Porto,Pacos Ferreira,2,1,H,1,1,D,23,7,8,2,11,3,9,19,4,5,1,0,18,5,H,3,0,1,3,D,0,2,65,50
P1,2021-10-02,20:30,Arouca,Sp Lisbon,1,2,A,0,1,A,10,10,5,8,4,5,21,14,3,5,0,0,20,5,A,0,3,-1,3,A,-1,1,30,50
P1,2021-10-03,15:30,Belenenses,Tondela,0,2,A,0,1,A,13,11,2,5,1,4,21,11,5,2,0,0,15,6,A,0,3,-2,2,A,-1,1,50,20
P1,2021-10-03,18:00,Benfica,Portimonense,0,1,A,0,0,D,24,5,7,3,13,4,14,22,2,5,0,0,18,6,A,0,3,-1,1,D,0,0,20,50
P1,2021-10-03,18:00,Estoril,Gil Vicente,2,2,D,2,1,H,14,23,4,9,1,5,10,18,2,4,0,0,18,6,D,1,1,0,4,H,1,3,20,40
P1,2021-10-03,20:30,Sp Braga,Boavista,2,2,D,1,1,D,13,7,8,2,3,1,11,14,2,5,0,0,20,6,D,1,1,0,4,D,0,2,20,50
P1,2021-10-22,20:15,Guimaraes,Maritimo,2,1,H,0,0,D,27,7,10,3,14,2,21,15,1,1,0,0,20,4,H,3,0,1,3,D,0,0,10,10
P1,2021-10-23,15:30,Santa Clara,Famalicao,0,2,A,0,1,A,9,12,0,5,1,5,12,18,4,2,2,1,15,5,A,0,3,-2,2,A,-1,1,90,45
P1,2021-10-23,18:00,Tondela,Porto,1,3,A,1,2,A,3,24,2,6,3,10,9,23,2,4,1,0,18,5,A,0,3,-2,4,A,-1,3,45,40
P1,2021-10-23,20:30,Sp Lisbon,Moreirense,1,0,H,1,0,H,14,5,4,1,7,1,14,14,3,3,0,0,20,5,H,3,0,1,1,H,1,1,30,30
P1,2021-10-24,15:30,Pacos Ferreira,Arouca,0,0,D,0,0,D,3,15,0,6,3,9,13,21,7,2,1,0,15,6,D,1,1,0,0,D,0,0,95,20
P1,2021-10-24,18:00,Vizela,Benfica,0,1,A,0,0,D,15,14,4,7,7,12,12,9,3,3,0,0,18,6,A,0,3,-1,1,D,0,0,30,30
P1,2021-10-24,20:30,Portimonense,Estoril,0,2,A,0,0,D,24,6,3,2,6,1,18,16,1,3,0,0,20,6,A,0,3,-2,2,D,0,0,10,30
P1,2021-10-25,19:00,Gil Vicente,Sp Braga,0,1,A,0,1,A,21,13,7,4,11,2,10,12,1,4,0,0,19,0,A,0,3,-1,1,A,-1,1,10,40
P1,2021-10-25,21:15,Boavista,Belenenses,0,0,D,0,0,D,15,4,5,0,5,1,19,17,4,4,0,0,21,0,D,1,1,0,0,D,0,0,40,40
P1,2021-10-29,20:15,Arouca,Tondela,2,0,H,1,0,H,4,15,2,6,4,6,20,13,5,4,1,0,20,4,H,3,0,2,2,H,1,1,75,40
P1,2021-10-30,17:00,Porto,Boavista,4,1,H,2,1,H,18,8,11,3,4,6,9,10,4,4,0,0,17,5,H,3,0,3,5,H,1,3,40,40
P1,2021-10-30,19:00,Estoril,Benfica,1,1,D,0,1,A,8,15,2,7,4,10,14,13,3,2,0,0,19,5,D,1,1,0,2,A,-1,1,30,20
P1,2021-10-30,21:15,Sp Lisbon,Guimaraes,1,0,H,1,0,H,12,12,4,2,7,2,14,10,2,2,0,0,21,5,H,3,0,1,1,H,1,1,20,20
P1,2021-10-31,15:30,Maritimo,Gil Vicente,1,2,A,1,1,D,19,14,7,5,4,5,14,21,1,4,0,0,15,6,A,0,3,-1,3,D,0,2,10,40
P1,2021-10-31,18:00,Belenenses,Santa Clara,2,1,H,1,0,H,10,12,4,4,8,7,15,10,0,0,0,0,18,6,H,3,0,1,3,H,1,1,0,0
P1,2021-10-31,20:30,Famalicao,Vizela,1,1,D,0,0,D,14,9,5,3,5,2,17,15,1,1,0,0,20,6,D,1,1,0,2,D,0,0,10,10
P1,2021-11-01,19:00,Sp Braga,Portimonense,3,0,H,1,0,H,18,5,5,2,3,5,13,15,3,6,0,0,19,0,H,3,0,3,3,H,1,1,30,60
P1,2021-11-01,21:15,Moreirense,Pacos Ferreira,1,1,D,0,0,D,7,11,1,4,4,7,13,13,1,1,0,0,21,0,D,1,1,0,2,D,0,0,10,10
P1,2021-11-05,19:00,Gil Vicente,Arouca,1,1,D,0,1,A,16,9,5,1,8,1,14,18,1,5,0,1,19,4,D,1,1,0,2,A,-1,1,10,75
P1,2021-11-05,21:15,Boavista,Famalicao,2,5,A,1,3,A,16,15,5,10,6,2,13,13,5,3,2,0,21,4,A,0,3,-3,7,A,-2,4,100,30
P1,2021-11-06,15:30,Vizela,Estoril,1,1,D,0,0,D,12,8,3,6,3,1,13,16,2,3,1,0,15,5,D,1,1,0,2,D,0,0,45,30
P1,2021-11-06,18:00,Portimonense,Belenenses,2,0,H,1,0,H,14,17,6,4,6,5,21,13,5,4,0,0,18,5,H,3,0,2,2,H,1,1,50,40
P1,2021-11-06,20:30,Guimaraes,Moreirense,2,1,H,1,0,H,11,20,5,8,5,9,13,10,2,1,0,0,20,5,H,3,0,1,3,H,1,1,20,10
P1,2021-11-07,14:00,Tondela,Maritimo,4,2,H,3,0,H,15,20,7,11,3,4,22,24,3,8,0,1,14,6,H,3,0,2,6,H,3,3,30,105
P1,2021-11-07,17:00,Santa Clara,Porto,0,3,A,0,1,A,3,23,1,10,1,8,13,14,3,2,1,0,17,6,A,0,3,-3,3,A,-1,1,55,20
P1,2021-11-07,19:00,Pacos Ferreira,Sp Lisbon,0,2,A,0,0,D,9,20,1,8,4,10,14,12,2,0,0,0,19,6,A,0,3,-2,2,D,0,0,20,0
P1,2021-11-07,21:15,Benfica,Sp Braga,6,1,H,4,1,H,12,8,9,4,2,6,13,12,3,2,0,0,21,6,H,3,0,5,7,H,3,5,30,20
P1,2021-11-26,20:15,Moreirense,Gil Vicente,2,2,D,0,0,D,15,14,4,8,5,5,19,13,3,6,0,0,20,4,D,1,1,0,4,D,0,0,30,60
P1,2021-11-27,15:30,Famalicao,Portimonense,0,3,A,0,2,A,20,6,2,2,8,3,17,10,1,3,0,0,15,5,A,0,3,-3,3,A,-2,2,10,30
P1,2021-11-27,18:00,Arouca,Boavista,2,1,H,1,0,H,8,13,6,2,2,1,14,23,3,4,0,0,18,5,H,3,0,1,3,H,1,1,30,40
P1,2021-11-27,20:30,Belenenses,Benfica,0,7,A,0,7,A,0,17,0,11,2,4,2,3,0,0,0,0,20,5,A,0,3,-7,7,A,-7,7,0,0
P1,2021-11-28,15:30,Maritimo,Pacos Ferreira,2,0,H,0,0,D,9,16,4,3,2,8,15,19,2,3,0,0,15,6,H,3,0,2,2,D,0,0,20,30
P1,2021-11-28,18:00,Sp Lisbon,Tondela,2,0,H,1,0,H,14,5,8,1,1,4,16,10,3,3,0,0,18,6,H,3,0,2,2,H,1,1,30,30
P1,2021-11-28,20:30,Porto,Guimaraes,2,1,H,1,1,D,17,9,9,2,5,2,16,15,3,6,0,1,20,6,H,3,0,1,3,D,0,2,30,85
P1,2021-11-29,20:15,Estoril,Santa Clara,2,2,D,1,1,D,11,10,7,5,4,3,11,15,2,2,0,0,20,0,D,1,1,0,4,D,0,2,20,20
P1,2021-11-30,20:15,Sp Braga,Vizela,4,1,H,2,0,H,17,8,9,2,10,1,11,10,1,0,0,0,20,1,H,3,0,3,5,H,2,2,10,0
P1,2021-12-03,19:00,Portimonense,Porto,0,3,A,0,1,A,7,23,4,6,3,6,11,14,3,1,0,0,19,4,A,0,3,-3,3,A,-1,1,30,10
P1,2021-12-03,21:15,Benfica,Sp Lisbon,1,3,A,0,1,A,11,14,3,5,3,3,15,19,3,6,0,0,21,4,A,0,3,-2,4,A,-1,1,30,60
P1,2021-12-04,18:00,Boavista,Maritimo,1,1,D,1,0,H,6,10,4,3,2,6,23,14,5,6,1,1,18,5,D,1,1,0,2,H,1,1,75,85
P1,2021-12-04,20:30,Pacos Ferreira,Guimaraes,1,2,A,1,0,H,7,17,3,8,4,6,12,16,2,4,0,0,20,5,A,0,3,-1,3,H,1,1,20,40
P1,2021-12-05,15:30,Santa Clara,Arouca,2,1,H,2,1,H,5,13,4,4,1,8,16,16,4,4,0,0,15,6,H,3,0,1,3,H,1,3,40,40
P1,2021-12-05,18:00,Gil Vicente,Famalicao,4,0,H,3,0,H,18,9,10,1,4,1,16,11,3,3,0,0,18,6,H,3,0,4,4,H,3,3,30,30
P1,2021-12-05,20:30,Sp Braga,Estoril,2,0,H,2,0,H,14,11,4,5,2,7,15,19,6,3,1,0,20,6,H,3,0,2,2,H,2,2,85,30
P1,2021-12-10,20:15,Pacos Ferreira,Gil Vicente,0,1,A,0,0,D,11,13,2,5,7,5,17,10,3,2,0,0,20,4,A,0,3,-1,1,D,0,0,30,20
P1,2021-12-11,15:30,Maritimo,Santa Clara,4,1,H,2,1,H,9,10,4,3,4,2,15,15,1,3,0,0,15,5,H,3,0,3,5,H,1,3,10,30
P1,2021-12-11,18:00,Guimaraes,Tondela,5,2,H,2,2,D,18,8,10,3,0,8,21,18,3,4,0,1,18,5,H,3,0,3,7,D,0,4,30,65
P1,2021-12-11,20:30,Sp Lisbon,Boavista,2,0,H,0,0,D,19,4,6,2,10,3,12,16,0,1,0,0,20,5,H,3,0,2,2,D,0,0,0,10
P1,2021-12-12,15:30,Belenenses,Estoril,0,1,A,0,1,A,7,21,0,7,0,14,11,10,2,1,0,0,15,6,A,0,3,-1,1,A,-1,1,20,10
P1,2021-12-12,15:30,Moreirense,Portimonense,0,1,A,0,0,D,11,7,4,4,6,1,14,16,2,2,0,0,15,6,A,0,3,-1,1,D,0,0,20,20
P1,2021-12-12,18:00,Famalicao,Benfica,1,4,A,1,2,A,13,6,2,4,5,2,13,13,2,2,0,0,18,6,A,0,3,-3,5,A,-1,3,20,20
P1,2021-12-12,20:30,Porto,Sp Braga,1,0,H,1,0,H,20,7,4,1,6,3,12,14,3,5,0,0,20,6,H,3,0,1,1,H,1,1,30,50
P1,2021-12-13,20:15,Arouca,Vizela,1,4,A,0,4,A,15,10,2,4,6,4,11,18,2,4,0,0,20,0,A,0,3,-3,5,A,-4,4,20,40
P1,2021-12-17,19:00,Santa Clara,Guimaraes,1,0,H,1,0,H,15,10,6,2,8,2,12,16,2,3,0,0,19,4,H,3,0,1,1,H,1,1,20,30
P1,2021-12-17,21:15,Estoril,Famalicao,2,2,D,2,1,H,11,7,4,3,7,2,11,18,3,5,0,0,21,4,D,1,1,0,4,H,1,3,30,50
P1,2021-12-18,15:30,Portimonense,Arouca,1,1,D,0,0,D,12,19,5,6,5,6,15,15,3,4,0,0,15,5,D,1,1,0,2,D,0,0,30,40
P1,2021-12-18,15:30,Tondela,Pacos Ferreira,0,1,A,0,0,D,12,9,9,5,7,6,9,18,2,4,0,0,15,5,A,0,3,-1,1,D,0,0,20,40
P1,2021-12-18,20:30,Gil Vicente,Sp Lisbon,0,3,A,0,0,D,7,17,4,9,1,5,9,10,1,5,1,1,20,5,A,0,3,-3,3,D,0,0,35,75
P1,2021-12-19,17:00,Benfica,Maritimo,7,1,H,3,0,H,17,9,9,2,1,3,20,12,1,2,0,0,17,6,H,3,0,6,8,H,3,3,10,20
P1,2021-12-19,17:00,Boavista,Moreirense,1,0,H,1,0,H,14,9,5,3,5,7,14,13,2,2,1,0,17,6,H,3,0,1,1,H,1,1,45,20
P1,2021-12-19,19:00,Vizela,Porto,0,4,A,0,2,A,9,15,4,7,3,11,12,8,1,1,1,0,19,6,A,0,3,-4,4,A,-2,2,35,10
P1,2021-12-19,21:00,Sp Braga,Belenenses,1,0,H,1,0,H,18,6,5,2,6,3,22,14,4,4,0,0,21,6,H,3,0,1,1,H,1,1,40,40
P1,2021-12-28,17:00,Tondela,Gil Vicente,0,3,A,0,0,D,7,12,2,6,6,2,21,10,5,2,0,0,17,1,A,0,3,-3,3,D,0,0,50,20
P1,2021-12-28,19:00,Maritimo,Vizela,2,0,H,0,0,D,11,7,5,1,2,4,18,15,2,4,0,1,19,1,H,3,0,2,2,D,0,0,20,65
P1,2021-12-28,21:00,Moreirense,Estoril,1,0,H,1,0,H,5,13,3,4,7,11,13,11,2,4,0,0,21,1,H,3,0,1,1,H,1,1,20,40
P1,2021-12-29,19:00,Guimaraes,Boavista,1,1,D,0,0,D,17,11,2,4,11,4,23,16,6,2,0,0,19,2,D,1,1,0,2,D,0,0,60,20
P1,2021-12-29,21:00,Sp Lisbon,Portimonense,3,2,H,0,1,A,24,6,12,2,5,0,17,10,4,3,0,1,21,2,H,3,0,1,5,A,-1,1,40,55
P1,2021-12-30,17:00,Pacos Ferreira,Santa Clara,2,1,H,0,1,A,9,11,3,4,2,4,15,23,4,4,0,1,17,3,H,3,0,1,3,A,-1,1,40,65
P1,2021-12-30,19:00,Arouca,Sp Braga,0,6,A,0,3,A,6,11,0,8,1,1,14,16,1,2,0,0,19,3,A,0,3,-6,6,A,-3,3,10,20
P1,2021-12-30,21:00,Porto,Benfica,3,1,H,2,0,H,15,13,6,5,5,7,13,13,3,5,0,1,21,3,H,3,0,2,4,H,2,2,30,75
P1,2022-01-02,18:30,Vizela,Belenenses,2,0,H,2,0,H,12,19,4,7,4,10,12,21,2,4,0,0,18,6,H,3,0,2,2,H,2,2,20,40
P1,2022-01-03,20:15,Tondela,Moreirense,2,1,H,0,1,A,10,9,5,5,1,3,12,21,2,2,0,0,20,0,H,3,0,1,3,A,-1,1,20,20
P1,2022-01-07,18:30,Santa Clara,Sp Lisbon,3,2,H,1,1,D,9,19,5,5,3,3,32,12,6,3,0,1,18,4,H,3,0,1,5,D,0,2,60,55
P1,2022-01-08,15:30,Vizela,Moreirense,0,1,A,0,0,D,15,14,3,4,8,5,10,19,0,6,1,0,15,5,A,0,3,-1,1,D,0,0,25,60
P1,2022-01-08,18:00,Estoril,Porto,2,3,A,2,0,H,7,23,2,10,2,7,15,18,4,2,0,0,18,5,A,0,3,-1,5,H,2,2,40,20
P1,2022-01-08,20:30,Boavista,Tondela,1,1,D,0,0,D,18,5,4,2,9,4,21,16,3,1,0,0,20,5,D,1,1,0,2,D,0,0,30,10
P1,2022-01-09,15:30,Portimonense,Maritimo,1,2,A,0,1,A,18,17,4,8,7,4,11,15,4,3,0,0,15,6,A,0,3,-1,3,A,-1,1,40,30
P1,2022-01-09,18:00,Benfica,Pacos Ferreira,2,0,H,1,0,H,22,6,6,1,9,1,17,12,2,3,0,1,18,6,H,3,0,2,2,H,1,1,20,55
P1,2022-01-09,18:00,Sp Braga,Famalicao,2,2,D,1,1,D,17,10,8,7,5,2,12,12,2,4,1,0,18,6,D,1,1,0,4,D,0,2,45,40
P1,2022-01-09,20:30,Belenenses,Arouca,2,1,H,0,1,A,15,10,5,2,4,2,20,24,8,3,1,2,20,6,H,3,0,1,3,A,-1,1,105,80
P1,2022-01-10,20:15,Gil Vicente,Guimaraes,3,2,H,1,0,H,17,8,10,2,6,1,15,16,2,5,0,1,20,0,H,3,0,1,5,H,1,1,20,75
P1,2022-01-13,18:00,Famalicao,Belenenses,1,0,H,0,0,D,11,8,2,4,5,5,20,20,1,2,0,0,18,3,H,3,0,1,1,D,0,0,10,20
P1,2022-01-15,15:30,Boavista,Gil Vicente,1,1,D,1,0,H,17,4,5,2,8,5,9,13,3,2,0,0,15,5,D,1,1,0,2,H,1,1,30,20
P1,2022-01-15,18:00,Benfica,Moreirense,1,1,D,0,0,D,16,9,5,2,9,1,13,11,3,5,0,0,18,5,D,1,1,0,2,D,0,0,30,50
P1,2022-01-15,18:00,Sp Braga,Maritimo,0,1,A,0,0,D,16,8,4,3,7,4,19,8,2,1,0,0,18,5,A,0,3,-1,1,D,0,0,20,10
