league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts
P1,2018-11-10,Belenenses,Boavista,0,0,D,0,0,D,12,11,2,3,4,2,23,26,5,6,0,0,,5,D,1,1,0,0,D,0,0,50,60
P1,2018-11-10,Nacional,Maritimo,1,0,H,0,0,D,16,9,3,2,0,3,12,22,3,2,0,0,,5,H,3,0,1,1,D,0,0,30,20
P1,2018-11-10,Porto,Sp Braga,1,0,H,0,0,D,17,10,3,2,9,5,16,18,1,1,0,0,,5,H,3,0,1,1,D,0,0,10,10
P1,2018-11-11,Guimaraes,Santa Clara,2,0,H,1,0,H,20,7,6,1,10,3,15,11,1,2,0,0,,6,H,3,0,2,2,H,1,1,10,20
P1,2018-11-11,Sp Lisbon,Chaves,2,1,H,1,0,H,17,3,5,1,10,2,11,10,1,2,0,1,,6,H,3,0,1,3,H,1,1,10,45
P1,2018-11-11,Tondela,Benfica,1,3,A,1,1,D,7,15,4,5,2,7,14,12,4,3,2,0,,6,A,0,3,-2,4,D,0,2,90,30
P1,2018-11-30,Santa Clara,Belenenses,2,3,A,1,1,D,14,10,4,6,5,7,13,14,3,0,1,0,,4,A,0,3,-1,5,D,0,2,55,0
P1,2018-12-01,Benfica,Feirense,4,0,H,0,0,D,15,3,7,1,7,0,17,14,2,2,0,0,,5,H,3,0,4,4,D,0,0,20,20
P1,2018-12-01,Maritimo,Setubal,0,1,A,0,0,D,12,10,3,4,4,6,17,22,1,2,0,0,,5,A,0,3,-1,1,D,0,0,10,20
P1,2018-12-01,Sp Braga,Moreirense,2,0,H,2,0,H,14,15,5,2,2,5,15,19,1,2,0,0,,5,H,3,0,2,2,H,2,2,10,20
P1,2018-12-02,Aves,Nacional,2,3,A,1,1,D,15,16,5,7,9,4,16,19,3,4,0,0,,6,A,0,3,-1,5,D,0,2,30,40
P1,2018-12-02,Boavista,Porto,0,1,A,0,0,D,4,24,2,6,1,8,25,11,6,1,0,0,,6,A,0,3,-1,1,D,0,0,60,10
P1,2018-12-02,Chaves,Guimaraes,0,1,A,0,1,A,13,15,8,7,7,4,12,17,1,0,0,0,,6,A,0,3,-1,1,A,-1,1,10,0
P1,2018-12-02,Portimonense,Tondela,3,2,H,3,1,H,16,10,6,5,8,9,16,19,3,6,0,1,,6,H,3,0,1,5,H,2,4,30,85
P1,2018-12-03,Rio Ave,Sp Lisbon,1,3,A,1,2,A,12,20,4,6,6,11,11,27,3,5,0,0,,0,A,0,3,-2,4,A,-1,3,30,50
P1,2018-12-07,Porto,Portimonense,4,1,H,1,1,D,25,8,9,4,8,0,10,10,2,1,0,0,,4,H,3,0,3,5,D,0,2,20,10
P1,2018-12-08,Belenenses,Chaves,1,0,H,1,0,H,10,12,4,4,5,6,12,19,1,1,0,0,,5,H,3,0,1,1,H,1,1,10,10
P1,2018-12-08,Setubal,Benfica,0,1,A,0,1,A,14,12,3,3,3,5,23,20,3,4,0,0,,5,A,0,3,-1,1,A,-1,1,30,40
P1,2018-12-08,Tondela,Sp Braga,0,1,A,0,1,A,8,6,3,3,6,2,15,19,3,1,0,0,,5,A,0,3,-1,1,A,-1,1,30,10
P1,2018-12-09,Guimaraes,Rio Ave,3,2,H,2,1,H,12,11,7,3,3,7,23,14,4,2,0,0,,6,H,3,0,1,5,H,1,3,40,20
P1,2018-12-09,Moreirense,Santa Clara,0,1,A,0,0,D,11,11,3,3,9,6,21,14,5,4,1,0,,6,A,0,3,-1,1,D,0,0,75,40
P1,2018-12-09,Nacional,Boavista,0,0,D,0,0,D,26,5,7,1,16,1,15,24,2,2,0,0,,6,D,1,1,0,0,D,0,0,20,20
P1,2018-12-09,Sp Lisbon,Aves,4,1,H,2,1,H,10,15,5,4,3,6,15,12,2,5,1,0,,6,H,3,0,3,5,H,1,3,45,50
P1,2018-12-10,Feirense,Maritimo,1,1,D,0,0,D,10,9,5,4,3,5,25,20,3,4,0,0,,0,D,1,1,0,2,D,0,0,30,40
P1,2018-12-14,Portimonense,Setubal,3,1,H,2,0,H,18,15,7,7,5,5,16,20,1,4,0,0,,4,H,3,0,2,4,H,2,2,10,40
P1,2018-12-14,Sp Braga,Feirense,4,0,H,2,0,H,16,4,6,1,4,4,19,16,0,1,0,0,,4,H,3,0,4,4,H,2,2,0,10
P1,2018-12-15,Aves,Guimaraes,1,1,D,1,1,D,15,13,5,6,10,5,20,14,2,0,0,0,,5,D,1,1,0,2,D,0,2,20,0
P1,2018-12-15,Boavista,Tondela,2,0,H,2,0,H,18,10,6,3,5,10,25,19,2,4,0,0,,5,H,3,0,2,2,H,2,2,20,40
P1,2018-12-15,Chaves,Moreirense,1,2,A,0,0,D,8,13,1,5,2,6,18,18,0,2,0,0,,5,A,0,3,-1,3,D,0,0,0,20
P1,2018-12-15,Santa Clara,Porto,1,2,A,1,1,D,10,14,3,8,6,8,21,24,1,3,0,0,,5,A,0,3,-1,3,D,0,2,10,30
P1,2018-12-16,Maritimo,Benfica,0,1,A,0,1,A,6,14,0,5,4,7,18,12,5,3,0,0,,6,A,0,3,-1,1,A,-1,1,50,30
P1,2018-12-16,Rio Ave,Belenenses,2,2,D,1,0,H,8,12,1,4,6,6,20,19,3,1,0,0,,6,D,1,1,0,4,H,1,1,30,10
P1,2018-12-16,Sp Lisbon,Nacional,5,2,H,1,2,A,20,15,9,5,6,7,26,9,3,3,0,0,,6,H,3,0,3,7,A,-1,3,30,30
P1,2018-12-22,Belenenses,Aves,5,2,H,2,2,D,12,7,8,4,3,5,13,20,0,1,0,0,,5,H,3,0,3,7,D,0,4,0,10
P1,2018-12-22,Feirense,Portimonense,0,1,A,0,0,D,12,16,2,6,1,5,19,13,4,4,0,0,,5,A,0,3,-1,1,D,0,0,40,40
P1,2018-12-22,Moreirense,Boavista,2,1,H,2,1,H,13,12,6,4,7,2,21,14,3,5,0,1,,5,H,3,0,1,3,H,1,3,30,75
P1,2018-12-22,Setubal,Santa Clara,0,2,A,0,1,A,8,10,5,3,5,2,31,16,4,4,0,0,,5,A,0,3,-2,2,A,-1,1,40,40
P1,2018-12-22,Tondela,Maritimo,2,1,H,1,1,D,15,10,6,2,6,3,16,19,4,3,0,1,,5,H,3,0,1,3,D,0,2,40,55
P1,2018-12-23,Benfica,Sp Braga,6,2,H,2,0,H,13,11,8,5,8,2,15,17,1,3,0,0,,6,H,3,0,4,8,H,2,2,10,30
P1,2018-12-23,Guimaraes,Sp Lisbon,1,0,H,1,0,H,19,17,7,2,10,7,13,15,3,3,0,0,,6,H,3,0,1,1,H,1,1,30,30
P1,2018-12-23,Nacional,Chaves,2,0,H,1,0,H,10,11,3,3,7,4,18,20,3,4,0,0,,6,H,3,0,2,2,H,1,1,30,40
P1,2018-12-23,Porto,Rio Ave,2,1,H,2,1,H,17,7,4,4,4,2,16,18,1,4,0,1,,6,H,3,0,1,3,H,1,3,10,65
P1,2019-01-02,Boavista,Setubal,1,0,H,0,0,D,12,16,3,7,4,7,19,19,6,4,2,0,,2,H,3,0,1,1,D,0,0,110,40
P1,2019-01-02,Nacional,Guimaraes,1,0,H,1,0,H,11,6,3,2,4,3,17,15,3,4,0,0,,2,H,3,0,1,1,H,1,1,30,40
P1,2019-01-02,Portimonense,Benfica,2,0,H,2,0,H,9,14,5,3,3,8,15,13,2,2,0,1,,2,H,3,0,2,2,H,2,2,20,45
P1,2019-01-02,Rio Ave,Moreirense,1,2,A,1,0,H,12,15,3,4,5,10,12,17,3,3,0,0,,2,A,0,3,-1,3,H,1,1,30,30
P1,2019-01-02,Santa Clara,Tondela,1,2,A,0,0,D,9,12,4,4,4,1,20,19,3,3,1,0,,2,A,0,3,-1,3,D,0,0,55,30
P1,2019-01-02,Sp Braga,Maritimo,2,0,H,2,0,H,14,6,5,1,6,1,14,17,2,1,0,0,,2,H,3,0,2,2,H,2,2,20,10
P1,2019-01-03,Aves,Porto,0,1,A,0,1,A,13,10,2,4,4,4,22,20,2,1,0,0,,3,A,0,3,-1,1,A,-1,1,20,10
P1,2019-01-03,Chaves,Feirense,0,0,D,0,0,D,12,6,4,1,7,5,14,26,2,3,0,0,,3,D,1,1,0,0,D,0,0,20,30
P1,2019-01-03,Sp Lisbon,Belenenses,2,1,H,0,0,D,12,11,4,4,4,1,12,5,3,4,0,0,,3,H,3,0,1,3,D,0,0,30,40
P1,2019-01-05,Maritimo,Portimonense,2,1,H,1,0,H,9,17,4,8,2,5,17,13,4,4,0,0,,5,H,3,0,1,3,H,1,1,40,40
P1,2019-01-06,Belenenses,Guimaraes,1,0,H,1,0,H,5,16,4,2,1,5,17,13,0,1,0,0,,6,H,3,0,1,1,H,1,1,0,10
P1,2019-01-06,Benfica,Rio Ave,4,2,H,2,2,D,11,13,6,5,5,4,25,19,3,3,0,0,,6,H,3,0,2,6,D,0,4,30,30
P1,2019-01-06,Feirense,Santa Clara,2,2,D,0,1,A,6,11,4,3,8,6,23,15,4,2,0,0,,6,D,1,1,0,4,A,-1,1,40,20
P1,2019-01-06,Setubal,Chaves,0,0,D,0,0,D,13,12,1,3,4,8,22,15,0,1,0,0,,6,D,1,1,0,0,D,0,0,0,10
P1,2019-01-06,Sp Braga,Boavista,1,0,H,1,0,H,9,20,5,3,6,4,17,13,3,4,0,1,,6,H,3,0,1,1,H,1,1,30,65
P1,2019-01-07,Moreirense,Aves,1,0,H,0,0,D,17,8,9,4,5,2,12,13,1,1,0,0,,0,H,3,0,1,1,D,0,0,10,10
P1,2019-01-07,Porto,Nacional,3,1,H,2,1,H,13,8,4,3,6,6,17,10,0,0,0,0,,0,H,3,0,2,4,H,1,3,0,0
P1,2019-01-07,Tondela,Sp Lisbon,2,1,H,1,0,H,7,22,5,7,4,11,25,16,5,4,1,0,,0,H,3,0,1,3,H,1,1,75,40
P1,2019-01-10,Portimonense,Sp Braga,1,1,D,1,0,H,11,14,5,6,4,9,14,11,3,2,1,0,,3,D,1,1,0,2,H,1,1,55,20
P1,2019-01-11,Aves,Feirense,1,1,D,1,0,H,21,7,7,3,6,1,18,25,0,3,0,0,,4,D,1,1,0,2,H,1,1,0,30
P1,2019-01-11,Guimaraes,Moreirense,1,0,H,0,0,D,9,8,3,0,6,6,13,19,3,2,1,0,,4,H,3,0,1,1,D,0,0,55,20
P1,2019-01-11,Santa Clara,Benfica,0,2,A,0,1,A,7,20,5,4,2,6,13,16,3,3,1,0,,4,A,0,3,-2,2,A,-1,1,55,30
P1,2019-01-12,Boavista,Maritimo,0,1,A,0,0,D,23,8,4,3,8,3,20,17,2,3,0,0,,5,A,0,3,-1,1,D,0,0,20,30
P1,2019-01-12,Sp Lisbon,Porto,0,0,D,0,0,D,12,9,3,1,7,3,23,19,4,4,0,0,,5,D,1,1,0,0,D,0,0,40,40
P1,2019-01-13,Chaves,Tondela,2,1,H,1,0,H,12,14,3,3,4,8,23,15,3,1,0,1,,6,H,3,0,1,3,H,1,1,30,35
P1,2019-01-13,Nacional,Belenenses,0,1,A,0,0,D,20,11,4,4,5,6,16,18,3,3,0,0,,6,A,0,3,-1,1,D,0,0,30,30
P1,2019-01-13,Rio Ave,Setubal,1,1,D,1,0,H,8,14,6,8,1,9,17,29,5,6,1,0,,6,D,1,1,0,2,H,1,1,75,60
P1,2019-01-18,Chaves,Porto,1,4,A,0,2,A,10,15,3,6,5,6,20,10,1,2,0,0,,4,A,0,3,-3,5,A,-2,2,10,20
P1,2019-01-18,Guimaraes,Benfica,0,1,A,0,0,D,10,11,2,3,6,6,13,11,4,2,0,0,,4,A,0,3,-1,1,D,0,0,40,20
P1,2019-01-18,Nacional,Sp Braga,0,3,A,0,0,D,4,15,0,6,2,4,25,13,2,2,0,0,,4,A,0,3,-3,3,D,0,0,20,20
P1,2019-01-19,Belenenses,Tondela,2,2,D,1,2,A,13,13,4,3,2,4,19,22,3,0,0,0,,5,D,1,1,0,4,A,-1,3,30,0
P1,2019-01-19,Santa Clara,Maritimo,0,1,A,0,1,A,13,12,1,4,11,2,18,19,1,6,0,0,,5,A,0,3,-1,1,A,-1,1,10,60
P1,2019-01-19,Sp Lisbon,Moreirense,2,1,H,2,1,H,10,7,4,2,2,4,14,8,2,2,0,0,,5,H,3,0,1,3,H,1,3,20,20
P1,2019-01-20,Aves,Setubal,2,1,H,1,0,H,16,6,4,1,9,9,21,15,1,4,0,1,,6,H,3,0,1,3,H,1,1,10,65
P1,2019-01-20,Boavista,Portimonense,0,2,A,0,1,A,13,12,1,4,6,1,16,11,1,1,0,0,,6,A,0,3,-2,2,A,-1,1,10,10
P1,2019-01-20,Rio Ave,Feirense,0,0,D,0,0,D,12,7,2,3,11,2,15,34,0,4,0,0,,6,D,1,1,0,0,D,0,0,0,40
P1,2019-01-28,Feirense,Guimaraes,1,2,A,1,2,A,7,16,3,6,1,11,22,14,0,1,0,0,,0,A,0,3,-1,3,A,-1,3,0,10
P1,2019-01-28,Maritimo,Rio Ave,0,2,A,0,0,D,12,11,2,6,3,4,17,13,3,2,0,0,,0,A,0,3,-2,2,D,0,0,30,20
P1,2019-01-28,Moreirense,Nacional,2,1,H,1,0,H,15,6,5,3,4,5,12,16,1,4,0,1,,0,H,3,0,1,3,H,1,1,10,65
P1,2019-01-28,Tondela,Aves,0,2,A,0,0,D,6,14,3,8,6,7,11,19,2,1,1,0,,0,A,0,3,-2,2,D,0,0,45,10
P1,2019-01-29,Benfica,Boavista,5,1,H,2,1,H,18,7,9,3,16,4,17,15,0,1,0,0,,1,H,3,0,4,6,H,1,3,0,10
