,league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file
580,P1,2021-05-06,17:00,Belenenses,Portimonense,1,0,H,1,0,H,13,10,3,2,3,4,11,12,3,1,0,0,17,3,H,3,0,1,1,H,1,1,30,10,cleanP1_2021
581,P1,2021-05-06,18:30,Benfica,Porto,1,1,D,1,0,H,5,15,3,2,7,11,21,13,8,3,0,0,18,3,D,1,1,0,2,H,1,1,80,30,cleanP1_2021
582,P1,2021-05-06,20:30,Farense,Guimaraes,2,2,D,2,1,H,13,13,8,3,3,6,30,11,3,4,0,1,20,3,D,1,1,0,4,H,1,3,30,65,cleanP1_2021
583,P1,2021-05-07,19:00,Famalicao,Santa Clara,1,0,H,0,0,D,14,6,4,3,5,2,14,14,4,6,0,2,19,4,H,3,0,1,1,D,0,0,40,110,cleanP1_2021
584,P1,2021-05-07,21:15,Boavista,Tondela,1,1,D,0,0,D,22,7,8,3,8,2,10,15,1,3,0,0,21,4,D,1,1,0,2,D,0,0,10,30,cleanP1_2021
585,P1,2021-05-09,15:00,Pacos Ferreira,Maritimo,1,1,D,1,1,D,17,7,5,1,7,4,16,13,3,1,0,0,15,6,D,1,1,0,2,D,0,2,30,10,cleanP1_2021
586,P1,2021-05-09,20:00,Gil Vicente,Sp Braga,1,1,D,1,1,D,5,12,2,3,2,4,11,7,1,2,0,0,20,6,D,1,1,0,2,D,0,2,10,20,cleanP1_2021
587,P1,2021-05-10,18:00,Portimonense,Moreirense,1,2,A,1,1,D,13,8,3,3,2,6,11,10,1,1,0,0,18,0,A,0,3,-1,3,D,0,2,10,10,cleanP1_2021
588,P1,2021-05-10,20:15,Porto,Farense,5,1,H,3,0,H,13,6,7,1,3,1,18,12,4,4,0,1,20,0,H,3,0,4,6,H,3,3,40,65,cleanP1_2021
591,P1,2021-05-11,18:00,Nacional,Benfica,1,3,A,1,0,H,15,14,4,3,5,6,15,17,1,3,0,0,18,1,A,0,3,-2,4,H,1,1,10,30,cleanP1_2021
592,P1,2021-05-11,20:30,Sp Lisbon,Boavista,1,0,H,1,0,H,17,5,3,2,12,1,13,20,2,3,0,0,20,1,H,3,0,1,1,H,1,1,20,30,cleanP1_2021
589,P1,2021-05-11,16:00,Santa Clara,Rio Ave,1,0,H,0,0,D,14,7,6,5,8,6,17,20,4,4,0,0,16,1,H,3,0,1,1,D,0,0,40,40,cleanP1_2021
590,P1,2021-05-11,16:00,Tondela,Belenenses,1,3,A,1,2,A,18,8,3,7,11,3,11,11,3,1,0,0,16,1,A,0,3,-2,4,A,-1,3,30,10,cleanP1_2021
593,P1,2021-05-12,20:15,Guimaraes,Famalicao,1,2,A,1,1,D,7,12,1,5,7,8,12,15,3,4,0,0,20,2,A,0,3,-1,3,D,0,2,30,40,cleanP1_2021
594,P1,2021-05-14,19:00,Pacos Ferreira,Gil Vicente,0,2,A,0,1,A,8,13,4,7,2,9,10,14,2,0,0,0,19,4,A,0,3,-2,2,A,-1,1,20,0,cleanP1_2021
595,P1,2021-05-14,21:15,Sp Braga,Moreirense,2,1,H,1,0,H,15,10,5,3,10,1,13,17,2,4,0,0,21,4,H,3,0,1,3,H,1,1,20,40,cleanP1_2021
598,P1,2021-05-15,18:00,Benfica,Sp Lisbon,4,3,H,3,1,H,12,11,9,5,5,5,20,19,6,4,0,0,18,5,H,3,0,1,7,H,2,4,60,40,cleanP1_2021
599,P1,2021-05-15,20:30,Rio Ave,Porto,0,3,A,0,0,D,12,15,2,4,5,5,17,23,3,1,0,0,20,5,A,0,3,-3,3,D,0,0,30,10,cleanP1_2021
596,P1,2021-05-15,15:30,Boavista,Portimonense,1,0,H,0,0,D,10,8,2,0,2,5,18,27,4,4,0,0,15,5,H,3,0,1,1,D,0,0,40,40,cleanP1_2021
597,P1,2021-05-15,15:30,Farense,Tondela,1,0,H,0,0,D,15,12,5,4,5,3,18,15,4,2,0,1,15,5,H,3,0,1,1,D,0,0,40,45,cleanP1_2021
600,P1,2021-05-16,15:00,Famalicao,Nacional,3,0,H,1,0,H,15,9,6,2,5,2,12,14,2,1,0,0,15,6,H,3,0,3,3,H,1,1,20,10,cleanP1_2021
601,P1,2021-05-16,17:00,Belenenses,Santa Clara,0,2,A,0,1,A,11,10,3,4,10,5,16,19,1,1,0,0,17,6,A,0,3,-2,2,A,-1,1,10,10,cleanP1_2021
602,P1,2021-05-16,20:00,Maritimo,Guimaraes,0,0,D,0,0,D,6,9,1,1,2,2,21,23,4,2,0,0,20,6,D,1,1,0,0,D,0,0,40,20,cleanP1_2021
603,P1,2021-05-18,20:15,Tondela,Pacos Ferreira,2,3,A,2,2,D,14,16,3,8,3,6,17,14,3,1,0,0,20,1,A,0,3,-1,5,D,0,4,30,10,cleanP1_2021
609,P1,2021-05-19,20:00,Portimonense,Sp Braga,0,0,D,0,0,D,8,4,2,1,4,5,24,12,4,0,0,0,20,2,D,1,1,0,0,D,0,0,40,0,cleanP1_2021
611,P1,2021-05-19,21:45,Sp Lisbon,Maritimo,5,1,H,3,0,H,18,5,6,1,4,3,25,13,3,1,0,0,21,2,H,3,0,4,6,H,3,3,30,10,cleanP1_2021
610,P1,2021-05-19,20:00,Santa Clara,Farense,4,0,H,2,0,H,8,6,5,1,1,4,25,14,3,3,0,0,20,2,H,3,0,4,4,H,2,2,30,30,cleanP1_2021
608,P1,2021-05-19,20:00,Nacional,Rio Ave,1,2,A,1,0,H,11,30,2,14,1,16,13,6,1,1,0,0,20,2,A,0,3,-1,3,H,1,1,10,10,cleanP1_2021
606,P1,2021-05-19,20:00,Guimaraes,Benfica,1,3,A,0,0,D,10,17,7,9,7,4,17,16,1,1,0,0,20,2,A,0,3,-2,4,D,0,0,10,10,cleanP1_2021
605,P1,2021-05-19,20:00,Gil Vicente,Boavista,1,2,A,1,0,H,13,15,4,6,7,8,6,11,2,2,1,1,20,2,A,0,3,-1,3,H,1,1,45,45,cleanP1_2021
604,P1,2021-05-19,18:00,Porto,Belenenses,4,0,H,2,0,H,12,13,6,3,6,6,16,14,2,1,0,0,18,2,H,3,0,4,4,H,2,2,20,10,cleanP1_2021
607,P1,2021-05-19,20:00,Moreirense,Famalicao,3,0,H,2,0,H,11,14,3,3,6,3,13,21,3,3,0,0,20,2,H,3,0,3,3,H,2,2,30,30,cleanP1_2021
612,P1,2021-08-06,20:15,Sp Lisbon,Vizela,3,0,H,0,0,D,15,6,5,1,3,5,9,16,1,3,0,0,20,4,H,3,0,3,3,D,0,0,10,30,cleanP1_2122
613,P1,2021-08-07,12:45,Arouca,Estoril,0,2,A,0,1,A,11,12,3,6,3,2,14,13,1,3,0,0,12,5,A,0,3,-2,2,A,-1,1,10,30,cleanP1_2122
614,P1,2021-08-07,18:00,Moreirense,Benfica,1,2,A,1,2,A,8,9,3,6,0,6,20,18,4,4,0,1,18,5,A,0,3,-1,3,A,-1,3,40,65,cleanP1_2122
615,P1,2021-08-07,20:30,Maritimo,Sp Braga,0,2,A,0,0,D,7,12,0,5,3,6,23,12,3,3,0,0,20,5,A,0,3,-2,2,D,0,0,30,30,cleanP1_2122
616,P1,2021-08-08,15:30,Guimaraes,Portimonense,0,1,A,0,0,D,18,7,3,1,10,5,15,12,2,3,0,0,15,6,A,0,3,-1,1,D,0,0,20,30,cleanP1_2122
617,P1,2021-08-08,15:30,Tondela,Santa Clara,3,0,H,1,0,H,10,23,5,5,3,5,18,12,1,3,0,0,15,6,H,3,0,3,3,H,1,1,10,30,cleanP1_2122
618,P1,2021-08-08,18:00,Porto,Belenenses,2,0,H,1,0,H,21,7,7,3,8,3,11,15,2,3,0,0,18,6,H,3,0,2,2,H,1,1,20,30,cleanP1_2122
619,P1,2021-08-08,20:30,Pacos Ferreira,Famalicao,2,0,H,0,0,D,20,10,3,2,6,3,33,20,2,4,0,0,20,6,H,3,0,2,2,D,0,0,20,40,cleanP1_2122
620,P1,2021-08-09,20:15,Gil Vicente,Boavista,3,0,H,2,0,H,9,13,6,5,1,5,21,10,3,3,0,0,20,0,H,3,0,3,3,H,2,2,30,30,cleanP1_2122
621,P1,2021-08-13,20:15,Estoril,Guimaraes,0,0,D,0,0,D,7,12,1,2,4,9,15,14,1,4,0,1,20,4,D,1,1,0,0,D,0,0,10,65,cleanP1_2122
624,P1,2021-08-14,20:30,Sp Braga,Sp Lisbon,1,2,A,0,1,A,16,5,6,3,6,5,18,14,3,4,0,1,20,5,A,0,3,-1,3,A,-1,1,30,65,cleanP1_2122
622,P1,2021-08-14,15:30,Vizela,Tondela,2,1,H,0,1,A,20,8,6,2,11,4,18,11,2,3,0,0,15,5,H,3,0,1,3,A,-1,1,20,30,cleanP1_2122
623,P1,2021-08-14,18:00,Benfica,Arouca,2,0,H,2,0,H,17,3,5,1,4,2,17,2,1,0,0,1,18,5,H,3,0,2,2,H,2,2,10,25,cleanP1_2122
625,P1,2021-08-15,15:30,Portimonense,Gil Vicente,0,1,A,0,0,D,18,7,5,4,5,4,11,18,3,2,0,0,15,6,A,0,3,-1,1,D,0,0,30,20,cleanP1_2122
626,P1,2021-08-15,18:00,Famalicao,Porto,1,2,A,0,2,A,7,12,1,4,3,2,16,14,3,1,0,0,18,6,A,0,3,-1,3,A,-2,2,30,10,cleanP1_2122
627,P1,2021-08-15,20:30,Santa Clara,Moreirense,2,2,D,0,0,D,17,10,4,4,5,4,13,21,5,4,0,1,20,6,D,1,1,0,4,D,0,0,50,65,cleanP1_2122
628,P1,2021-08-16,19:00,Boavista,Pacos Ferreira,3,0,H,1,0,H,8,17,4,5,2,8,16,15,3,2,0,0,19,0,H,3,0,3,3,H,1,1,30,20,cleanP1_2122
629,P1,2021-08-16,21:15,Belenenses,Maritimo,1,2,A,1,2,A,5,13,2,4,3,4,22,21,4,5,0,0,21,0,A,0,3,-1,3,A,-1,3,40,50,cleanP1_2122
630,P1,2021-08-20,19:00,Arouca,Famalicao,2,1,H,0,1,A,22,10,6,5,10,9,18,22,4,4,0,0,19,4,H,3,0,1,3,A,-1,1,40,40,cleanP1_2122
631,P1,2021-08-20,21:15,Moreirense,Sp Braga,2,3,A,0,2,A,13,16,5,7,6,0,14,10,4,2,0,0,21,4,A,0,3,-1,5,A,-2,2,40,20,cleanP1_2122
632,P1,2021-08-21,18:00,Gil Vicente,Benfica,0,2,A,0,0,D,5,21,2,7,3,9,7,13,3,2,0,0,18,5,A,0,3,-2,2,D,0,0,30,20,cleanP1_2122
633,P1,2021-08-21,20:30,Sp Lisbon,Belenenses,2,0,H,1,0,H,26,3,7,0,10,0,15,12,2,2,0,1,20,5,H,3,0,2,2,H,1,1,20,45,cleanP1_2122
636,P1,2021-08-22,20:30,Guimaraes,Vizela,4,0,H,0,0,D,20,4,8,2,8,2,15,17,4,4,0,0,20,6,H,3,0,4,4,D,0,0,40,40,cleanP1_2122
635,P1,2021-08-22,18:00,Maritimo,Porto,1,1,D,1,1,D,5,16,1,5,3,4,21,18,4,1,0,0,18,6,D,1,1,0,2,D,0,2,40,10,cleanP1_2122
634,P1,2021-08-22,15:30,Tondela,Portimonense,0,3,A,0,2,A,11,7,3,5,6,5,14,18,4,4,0,0,15,6,A,0,3,-3,3,A,-2,2,40,40,cleanP1_2122
637,P1,2021-08-23,19:00,Pacos Ferreira,Estoril,1,3,A,1,1,D,10,14,2,4,5,4,24,12,3,3,0,0,19,0,A,0,3,-2,4,D,0,2,30,30,cleanP1_2122
638,P1,2021-08-23,21:15,Boavista,Santa Clara,2,0,H,1,0,H,9,11,4,2,5,5,16,12,3,3,0,0,21,0,H,3,0,2,2,H,1,1,30,30,cleanP1_2122
639,P1,2021-08-27,19:00,Belenenses,Moreirense,1,1,D,1,0,H,4,18,1,6,3,11,12,13,5,4,1,0,19,4,D,1,1,0,2,H,1,1,75,40,cleanP1_2122
640,P1,2021-08-27,21:15,Estoril,Maritimo,2,1,H,1,1,D,9,7,3,2,1,4,21,24,7,6,0,0,21,4,H,3,0,1,3,D,0,2,70,60,cleanP1_2122
641,P1,2021-08-28,15:30,Vizela,Boavista,1,1,D,0,0,D,16,5,4,1,11,2,17,10,3,3,0,0,15,5,D,1,1,0,2,D,0,0,30,30,cleanP1_2122
642,P1,2021-08-28,18:00,Porto,Arouca,3,0,H,2,0,H,15,8,4,1,4,5,16,14,4,3,0,0,18,5,H,3,0,3,3,H,2,2,40,30,cleanP1_2122
643,P1,2021-08-28,20:30,Famalicao,Sp Lisbon,1,1,D,0,0,D,14,15,5,5,2,9,12,17,4,5,0,0,20,5,D,1,1,0,2,D,0,0,40,50,cleanP1_2122
644,P1,2021-08-29,18:00,Benfica,Tondela,2,1,H,0,1,A,20,3,8,2,11,0,11,19,2,3,0,0,18,6,H,3,0,1,3,A,-1,1,20,30,cleanP1_2122
645,P1,2021-08-29,18:00,Sp Braga,Guimaraes,0,0,D,0,0,D,20,11,6,2,6,6,14,16,2,5,0,0,18,6,D,1,1,0,0,D,0,0,20,50,cleanP1_2122
646,P1,2021-08-29,20:30,Portimonense,Pacos Ferreira,0,1,A,0,1,A,18,6,5,2,7,3,12,16,2,5,0,0,20,6,A,0,3,-1,1,A,-1,1,20,50,cleanP1_2122
647,P1,2021-08-29,20:30,Santa Clara,Gil Vicente,1,0,H,1,0,H,10,5,4,2,5,4,20,13,3,5,1,1,20,6,H,3,0,1,1,H,1,1,55,75,cleanP1_2122
650,P1,2021-09-11,20:30,Sp Lisbon,Porto,1,1,D,1,0,H,9,5,5,1,5,4,19,21,6,6,0,1,20,5,D,1,1,0,2,H,1,1,60,85,cleanP1_2122
649,P1,2021-09-11,18:00,Santa Clara,Benfica,0,5,A,0,1,A,11,8,5,5,7,2,20,20,2,1,0,0,18,5,A,0,3,-5,5,A,-1,1,20,10,cleanP1_2122
648,P1,2021-09-11,15:30,Pacos Ferreira,Sp Braga,0,0,D,0,0,D,12,10,3,2,11,5,14,16,2,0,0,0,15,5,D,1,1,0,0,D,0,0,20,0,cleanP1_2122
651,P1,2021-09-12,15:30,Moreirense,Famalicao,2,2,D,1,1,D,7,15,3,8,6,4,14,10,2,3,0,0,15,6,D,1,1,0,4,D,0,2,20,30,cleanP1_2122
652,P1,2021-09-12,18:00,Boavista,Portimonense,1,1,D,0,1,A,11,7,3,3,8,2,17,14,3,5,0,0,18,6,D,1,1,0,2,A,-1,1,30,50,cleanP1_2122
653,P1,2021-09-12,18:00,Gil Vicente,Vizela,2,2,D,0,1,A,21,19,6,6,9,7,12,19,3,3,0,0,18,6,D,1,1,0,4,A,-1,1,30,30,cleanP1_2122
654,P1,2021-09-12,20:30,Guimaraes,Belenenses,0,0,D,0,0,D,10,16,3,6,5,7,18,17,5,4,0,0,20,6,D,1,1,0,0,D,0,0,50,40,cleanP1_2122
655,P1,2021-09-13,19:00,Maritimo,Arouca,2,2,D,2,1,H,14,17,6,3,5,2,18,19,5,6,1,0,19,0,D,1,1,0,4,H,1,3,75,60,cleanP1_2122
656,P1,2021-09-13,21:15,Tondela,Estoril,1,2,A,0,2,A,20,11,5,4,6,5,18,24,2,7,0,0,21,0,A,0,3,-1,3,A,-2,2,20,70,cleanP1_2122
657,P1,2021-09-17,20:15,Portimonense,Santa Clara,2,1,H,2,1,H,10,13,4,2,4,2,21,11,4,3,0,0,20,4,H,3,0,1,3,H,1,3,40,30,cleanP1_2122
658,P1,2021-09-18,15:30,Famalicao,Maritimo,0,0,D,0,0,D,16,2,4,0,7,5,20,20,3,3,0,0,15,5,D,1,1,0,0,D,0,0,30,30,cleanP1_2122
659,P1,2021-09-18,18:00,Belenenses,Gil Vicente,1,1,D,0,0,D,11,8,4,4,4,7,19,15,3,3,0,0,18,5,D,1,1,0,2,D,0,0,30,30,cleanP1_2122
660,P1,2021-09-18,20:30,Arouca,Guimaraes,2,2,D,0,1,A,11,11,5,4,6,4,17,10,1,2,0,0,20,5,D,1,1,0,4,A,-1,1,10,20,cleanP1_2122
662,P1,2021-09-19,18:00,Porto,Moreirense,5,0,H,1,0,H,18,5,7,0,6,5,11,11,2,3,0,0,18,6,H,3,0,5,5,H,1,1,20,30,cleanP1_2122
663,P1,2021-09-19,20:30,Estoril,Sp Lisbon,0,1,A,0,0,D,7,11,3,4,7,9,10,6,3,2,0,0,20,6,A,0,3,-1,1,D,0,0,30,20,cleanP1_2122
661,P1,2021-09-19,15:30,Vizela,Pacos Ferreira,1,1,D,1,0,H,21,12,4,3,5,4,14,10,5,2,0,1,15,6,D,1,1,0,2,H,1,1,50,45,cleanP1_2122
664,P1,2021-09-20,19:00,Benfica,Boavista,3,1,H,2,1,H,8,10,6,6,5,4,16,13,1,3,0,0,19,0,H,3,0,2,4,H,1,3,10,30,cleanP1_2122
665,P1,2021-09-20,21:15,Sp Braga,Tondela,3,1,H,0,0,D,20,3,7,1,5,0,9,6,2,4,0,0,21,0,H,3,0,2,4,D,0,0,20,40,cleanP1_2122
666,P1,2021-09-24,19:00,Sp Lisbon,Maritimo,1,0,H,0,0,D,25,4,7,0,9,0,14,14,4,6,0,1,19,4,H,3,0,1,1,D,0,0,40,85,cleanP1_2122
667,P1,2021-09-24,21:15,Gil Vicente,Porto,1,2,A,1,1,D,8,16,4,8,2,6,15,17,5,4,0,0,21,4,A,0,3,-1,3,D,0,2,50,40,cleanP1_2122
668,P1,2021-09-25,15:30,Moreirense,Arouca,2,1,H,1,0,H,8,17,3,5,5,9,20,8,5,2,0,0,15,5,H,3,0,1,3,H,1,1,50,20,cleanP1_2122
669,P1,2021-09-25,18:00,Guimaraes,Benfica,1,3,A,0,2,A,13,16,3,4,5,5,16,12,0,1,0,0,18,5,A,0,3,-2,4,A,-2,2,0,10,cleanP1_2122
670,P1,2021-09-25,20:30,Tondela,Famalicao,3,2,H,1,1,D,11,14,4,7,4,3,21,11,5,5,0,1,20,5,H,3,0,1,5,D,0,2,50,75,cleanP1_2122
671,P1,2021-09-26,18:00,Santa Clara,Sp Braga,1,1,D,0,0,D,15,10,3,4,5,5,12,19,3,1,0,0,18,6,D,1,1,0,2,D,0,0,30,10,cleanP1_2122
672,P1,2021-09-26,20:30,Portimonense,Vizela,0,0,D,0,0,D,14,14,4,2,7,5,17,14,4,2,0,0,20,6,D,1,1,0,0,D,0,0,40,20,cleanP1_2122
673,P1,2021-09-27,19:00,Pacos Ferreira,Belenenses,2,2,D,2,0,H,20,11,5,2,3,2,15,21,3,1,0,0,19,0,D,1,1,0,4,H,2,2,30,10,cleanP1_2122
674,P1,2021-09-27,21:15,Boavista,Estoril,1,1,D,1,0,H,9,9,3,1,2,13,15,12,3,2,0,0,21,0,D,1,1,0,2,H,1,1,30,20,cleanP1_2122
676,P1,2021-10-01,21:15,Famalicao,Guimaraes,1,2,A,1,1,D,15,9,2,5,8,0,15,23,2,5,0,0,21,4,A,0,3,-1,3,D,0,2,20,50,cleanP1_2122
675,P1,2021-10-01,19:00,Maritimo,Moreirense,0,0,D,0,0,D,6,18,0,6,3,7,19,21,5,3,0,0,19,4,D,1,1,0,0,D,0,0,50,30,cleanP1_2122
677,P1,2021-10-02,15:30,Vizela,Santa Clara,1,1,D,0,0,D,16,10,4,1,6,4,19,13,6,4,0,0,15,5,D,1,1,0,2,D,0,0,60,40,cleanP1_2122
678,P1,2021-10-02,18:00,Porto,Pacos Ferreira,2,1,H,1,1,D,23,7,8,2,11,3,9,19,4,5,1,0,18,5,H,3,0,1,3,D,0,2,65,50,cleanP1_2122
679,P1,2021-10-02,20:30,Arouca,Sp Lisbon,1,2,A,0,1,A,10,10,5,8,4,5,21,14,3,5,0,0,20,5,A,0,3,-1,3,A,-1,1,30,50,cleanP1_2122
680,P1,2021-10-03,15:30,Belenenses,Tondela,0,2,A,0,1,A,13,11,2,5,1,4,21,11,5,2,0,0,15,6,A,0,3,-2,2,A,-1,1,50,20,cleanP1_2122
681,P1,2021-10-03,18:00,Benfica,Portimonense,0,1,A,0,0,D,24,5,7,3,13,4,14,22,2,5,0,0,18,6,A,0,3,-1,1,D,0,0,20,50,cleanP1_2122
682,P1,2021-10-03,18:00,Estoril,Gil Vicente,2,2,D,2,1,H,14,23,4,9,1,5,10,18,2,4,0,0,18,6,D,1,1,0,4,H,1,3,20,40,cleanP1_2122
683,P1,2021-10-03,20:30,Sp Braga,Boavista,2,2,D,1,1,D,13,7,8,2,3,1,11,14,2,5,0,0,20,6,D,1,1,0,4,D,0,2,20,50,cleanP1_2122
684,P1,2021-10-22,20:15,Guimaraes,Maritimo,2,1,H,0,0,D,27,7,10,3,14,2,21,15,1,1,0,0,20,4,H,3,0,1,3,D,0,0,10,10,cleanP1_2122
685,P1,2021-10-23,15:30,Santa Clara,Famalicao,0,2,A,0,1,A,9,12,0,5,1,5,12,18,4,2,2,1,15,5,A,0,3,-2,2,A,-1,1,90,45,cleanP1_2122
686,P1,2021-10-23,18:00,Tondela,Porto,1,3,A,1,2,A,3,24,2,6,3,10,9,23,2,4,1,0,18,5,A,0,3,-2,4,A,-1,3,45,40,cleanP1_2122
687,P1,2021-10-23,20:30,Sp Lisbon,Moreirense,1,0,H,1,0,H,14,5,4,1,7,1,14,14,3,3,0,0,20,5,H,3,0,1,1,H,1,1,30,30,cleanP1_2122
689,P1,2021-10-24,18:00,Vizela,Benfica,0,1,A,0,0,D,15,14,4,7,7,12,12,9,3,3,0,0,18,6,A,0,3,-1,1,D,0,0,30,30,cleanP1_2122
688,P1,2021-10-24,15:30,Pacos Ferreira,Arouca,0,0,D,0,0,D,3,15,0,6,3,9,13,21,7,2,1,0,15,6,D,1,1,0,0,D,0,0,95,20,cleanP1_2122
690,P1,2021-10-24,20:30,Portimonense,Estoril,0,2,A,0,0,D,24,6,3,2,6,1,18,16,1,3,0,0,20,6,A,0,3,-2,2,D,0,0,10,30,cleanP1_2122
691,P1,2021-10-25,19:00,Gil Vicente,Sp Braga,0,1,A,0,1,A,21,13,7,4,11,2,10,12,1,4,0,0,19,0,A,0,3,-1,1,A,-1,1,10,40,cleanP1_2122
692,P1,2021-10-25,21:15,Boavista,Belenenses,0,0,D,0,0,D,15,4,5,0,5,1,19,17,4,4,0,0,21,0,D,1,1,0,0,D,0,0,40,40,cleanP1_2122
693,P1,2021-10-29,20:15,Arouca,Tondela,2,0,H,1,0,H,4,15,2,6,4,6,20,13,5,4,1,0,20,4,H,3,0,2,2,H,1,1,75,40,cleanP1_2122
694,P1,2021-10-30,17:00,Porto,Boavista,4,1,H,2,1,H,18,8,11,3,4,6,9,10,4,4,0,0,17,5,H,3,0,3,5,H,1,3,40,40,cleanP1_2122
695,P1,2021-10-30,19:00,Estoril,Benfica,1,1,D,0,1,A,8,15,2,7,4,10,14,13,3,2,0,0,19,5,D,1,1,0,2,A,-1,1,30,20,cleanP1_2122
696,P1,2021-10-30,21:15,Sp Lisbon,Guimaraes,1,0,H,1,0,H,12,12,4,2,7,2,14,10,2,2,0,0,21,5,H,3,0,1,1,H,1,1,20,20,cleanP1_2122
697,P1,2021-10-31,15:30,Maritimo,Gil Vicente,1,2,A,1,1,D,19,14,7,5,4,5,14,21,1,4,0,0,15,6,A,0,3,-1,3,D,0,2,10,40,cleanP1_2122
698,P1,2021-10-31,18:00,Belenenses,Santa Clara,2,1,H,1,0,H,10,12,4,4,8,7,15,10,0,0,0,0,18,6,H,3,0,1,3,H,1,1,0,0,cleanP1_2122
699,P1,2021-10-31,20:30,Famalicao,Vizela,1,1,D,0,0,D,14,9,5,3,5,2,17,15,1,1,0,0,20,6,D,1,1,0,2,D,0,0,10,10,cleanP1_2122
700,P1,2021-11-01,19:00,Sp Braga,Portimonense,3,0,H,1,0,H,18,5,5,2,3,5,13,15,3,6,0,0,19,0,H,3,0,3,3,H,1,1,30,60,cleanP1_2122
701,P1,2021-11-01,21:15,Moreirense,Pacos Ferreira,1,1,D,0,0,D,7,11,1,4,4,7,13,13,1,1,0,0,21,0,D,1,1,0,2,D,0,0,10,10,cleanP1_2122
702,P1,2021-11-05,19:00,Gil Vicente,Arouca,1,1,D,0,1,A,16,9,5,1,8,1,14,18,1,5,0,1,19,4,D,1,1,0,2,A,-1,1,10,75,cleanP1_2122
703,P1,2021-11-05,21:15,Boavista,Famalicao,2,5,A,1,3,A,16,15,5,10,6,2,13,13,5,3,2,0,21,4,A,0,3,-3,7,A,-2,4,100,30,cleanP1_2122
704,P1,2021-11-06,15:30,Vizela,Estoril,1,1,D,0,0,D,12,8,3,6,3,1,13,16,2,3,1,0,15,5,D,1,1,0,2,D,0,0,45,30,cleanP1_2122
705,P1,2021-11-06,18:00,Portimonense,Belenenses,2,0,H,1,0,H,14,17,6,4,6,5,21,13,5,4,0,0,18,5,H,3,0,2,2,H,1,1,50,40,cleanP1_2122
706,P1,2021-11-06,20:30,Guimaraes,Moreirense,2,1,H,1,0,H,11,20,5,8,5,9,13,10,2,1,0,0,20,5,H,3,0,1,3,H,1,1,20,10,cleanP1_2122
710,P1,2021-11-07,21:15,Benfica,Sp Braga,6,1,H,4,1,H,12,8,9,4,2,6,13,12,3,2,0,0,21,6,H,3,0,5,7,H,3,5,30,20,cleanP1_2122
709,P1,2021-11-07,19:00,Pacos Ferreira,Sp Lisbon,0,2,A,0,0,D,9,20,1,8,4,10,14,12,2,0,0,0,19,6,A,0,3,-2,2,D,0,0,20,0,cleanP1_2122
708,P1,2021-11-07,17:00,Santa Clara,Porto,0,3,A,0,1,A,3,23,1,10,1,8,13,14,3,2,1,0,17,6,A,0,3,-3,3,A,-1,1,55,20,cleanP1_2122
707,P1,2021-11-07,14:00,Tondela,Maritimo,4,2,H,3,0,H,15,20,7,11,3,4,22,24,3,8,0,1,14,6,H,3,0,2,6,H,3,3,30,105,cleanP1_2122
711,P1,2021-11-26,20:15,Moreirense,Gil Vicente,2,2,D,0,0,D,15,14,4,8,5,5,19,13,3,6,0,0,20,4,D,1,1,0,4,D,0,0,30,60,cleanP1_2122
712,P1,2021-11-27,15:30,Famalicao,Portimonense,0,3,A,0,2,A,20,6,2,2,8,3,17,10,1,3,0,0,15,5,A,0,3,-3,3,A,-2,2,10,30,cleanP1_2122
713,P1,2021-11-27,18:00,Arouca,Boavista,2,1,H,1,0,H,8,13,6,2,2,1,14,23,3,4,0,0,18,5,H,3,0,1,3,H,1,1,30,40,cleanP1_2122
714,P1,2021-11-27,20:30,Belenenses,Benfica,0,7,A,0,7,A,0,17,0,11,2,4,2,3,0,0,0,0,20,5,A,0,3,-7,7,A,-7,7,0,0,cleanP1_2122
715,P1,2021-11-28,15:30,Maritimo,Pacos Ferreira,2,0,H,0,0,D,9,16,4,3,2,8,15,19,2,3,0,0,15,6,H,3,0,2,2,D,0,0,20,30,cleanP1_2122
716,P1,2021-11-28,18:00,Sp Lisbon,Tondela,2,0,H,1,0,H,14,5,8,1,1,4,16,10,3,3,0,0,18,6,H,3,0,2,2,H,1,1,30,30,cleanP1_2122
717,P1,2021-11-28,20:30,Porto,Guimaraes,2,1,H,1,1,D,17,9,9,2,5,2,16,15,3,6,0,1,20,6,H,3,0,1,3,D,0,2,30,85,cleanP1_2122
718,P1,2021-11-29,20:15,Estoril,Santa Clara,2,2,D,1,1,D,11,10,7,5,4,3,11,15,2,2,0,0,20,0,D,1,1,0,4,D,0,2,20,20,cleanP1_2122
719,P1,2021-11-30,20:15,Sp Braga,Vizela,4,1,H,2,0,H,17,8,9,2,10,1,11,10,1,0,0,0,20,1,H,3,0,3,5,H,2,2,10,0,cleanP1_2122
